fecha,hipodromo,nro_carrera,hora,premio,distancia,superficie,numero,caballo,padrillo,peso,jinete,preparador
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,1,RODELINDO CRACK,Exaggerator,56,Seb. Gonzalez,E. Carreño R.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,2,DANITA FIRST,Seeking The Dia,56,W. Quinteros,C. Garcia V.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,3,PRAIA DO FORTE,Gstaad II,56,B. Troncoso,C. Garcia V.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,4,WALKA,Shanghai Bobby,56,D. Cheuque,C. Melero F.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,5,BETONE,Van Nistelrooy,57,R. Covarrubias,P. Valderrama C.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,6,MUCHO VERSO,Cat Scan,56,L. P. Silva,Cl. Bernal G.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,7,LATEN GOOD,Good Samaritan,57,N. Santibañez,G. Peralta P.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,8,NEGRO APAPUCHI,El Piñon,56,Joh. Gonzalez,G. Peralta P.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,9,TORNADO DE BULI,Distorted Economy,56,F. Gonzalez S.,A. Apablaza
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,10,MUY TEMPERADA,Distorted Economy,56,F. Gonzalez S.,L. C. Gonzalez
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,11,DOMINGO ISLEÑO,Domingo Siete,57,D. Carrasco,G. Melej R.
13-02-2026,Club Hípico de Santiago,1,12:50,Pr. UMAMICHI,1000,PISTA 2 ARENA,12,NUTCRACKER,Cumpleaños Feliz,57,J. Pimentel,G. Melej R.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,1,FORBES,Malagacy,52,Joh. Gonzalez,Cl. Bernal G.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,2,STATE OF GRACE,State Of Play,61,K. Espina,C. Gonzalez M.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,3,MR YO,Mr Speaker,57,B. Troncoso,C. Gonzalez M.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,4,QUEEN TIGER,Handsome Tiger,52,R. Cisternas,Jn. Cavieres A.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,5,PALTOCITO,Cupid,61,R. Fuenzalida,C. Gonzalez M.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,6,PERTINAX,Classic Empire,59,A. I. Maureira,C. Gonzalez M.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,7,PUISSANT ROI,Ivan Denisovich,61,G. Rodriguez,F. Gonzalez S.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,8,RIO AZOPARDO,Constitution,59,D. Alvarado,Cl. Bernal G.
13-02-2026,Club Hípico de Santiago,2,13:19,Pr. UN SIETE,1200,PISTA 2 ARENA CON VARIANTE,9,PELAMBRE,Practical Joke,52,N. Rojas,R. Sanchez Q.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,1,COMO UN CORAZON,Mendelssohn,55,R. Cisternas,C. Raby V.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,2,VIVO POR ELLA,Seeking The Dia,57,J. Medina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,3,BRONT LUCKY,Lookin At Lucky,55,R. Fuenzalida,S. Morales G.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,4,PRINCESS THAI,Distorted Economy,55,Js. Villablanca,M. Velarde B.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,5,NIETO DEL SHEIK,Distorted Economy,57,N. Rojas,M. Velarde B.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,6,ZARKAHN,Flameaway,57,K. Espina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,3,13:48,Pr. UNIVERSO,1400,PISTA 2 ARENA CON VARIANTE,7,SALTARIN,Lookin At Lucky,57,N. Ramirez,M. Velarde B.
13-02-2026,Club Hípico de Santiago,4,14:08,Pr. PROLOGO,1600,PISTA 1 PASTO,1,TOQUE Y DESPEGUE,Constitution,60,R. Cisternas,J. Orellana R.
13-02-2026,Club Hípico de Santiago,4,14:08,Pr. PROLOGO,1600,PISTA 1 PASTO,2,KANE,Mendelssohn,60,J. Medina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,4,14:08,Pr. PROLOGO,1600,PISTA 1 PASTO,3,LONWHITE,Mendelssohn,60,K. Espina,C. Gonzalez M.
13-02-2026,Club Hípico de Santiago,4,14:08,Pr. PROLOGO,1600,PISTA 1 PASTO,4,PRESENTE CHA,Constitution,60,Joh. Gonzalez,G. Covarrubias E.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,1,NUEVA ACTRICE,Dangerous Midge,55,Joh. Gonzalez,H. Manriquez F.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,2,DAMA DE LA LUZ,II Rey Ivan,55,M. Morales,A. Jaque S.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,3,MI PORTEÑA,Good Samaritan,55,R. Cisternas,A. Perez D.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,4,TIGUARDA,Dylan Thomas,55,Js. E. Vera,Jn. Gonzalez M.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,5,ANGELA BRAVA,Alfonso,55,Js. Araya B.,W. Quinteros
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,6,DULCITA,Dangerous Midge,55,B. Soto,A. Perez D.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,7,CHE AWAY,Flameaway,55,H. Ochoa,M. Velarde B.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,8,ME DAS OTRO BESO,Patternrecognition,55,N. Rojas,P. Molina I.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,9,POWER GIRL,Mendelssohn,55,R. Avila,M. Covarrubias E.
13-02-2026,Club Hípico de Santiago,5,14:39,Pr. UNA ROSA,1000,PISTA 1 PASTO,10,FEMME DE FER,Lookin At Lucky,55,T. Cachely,D. Cheuque
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,1,MORRISON,Tiz The Law,57,H. Ochoa,R. Sanchez Q.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,2,BOTTURA,Hiraboku Deep,57,N. Ramirez,M. Rabajille D.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,3,FRACTALLINO,Dylan Thomas,57,F. Medina,J. Orellana R.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,4,SEÑOR PEPE,Lookin At Lucky,57,J. Toro,A. Parra D.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,5,ALL IN,Seeking The Dia,57,K. Espina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,6,FERBLACK,International Star,57,Gvo. Aros,O. Martinez L.
13-02-2026,Club Hípico de Santiago,6,15:09,Pr. UNICORNIO,1200,PISTA 1 PASTO,7,BEIRUT,Lookin At Lucky,57,J. Medina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,7,15:29,Pr. PENN ROSE,1800,PISTA 1 PASTO,1,SEVEN WONDERS,Ivan Denisovich,55.5,R. Cisternas,J. Orellana R.
13-02-2026,Club Hípico de Santiago,7,15:29,Pr. PENN ROSE,1800,PISTA 1 PASTO,2,ADICTIVA,Flameaway,60,R. S. Dores,G. Aguirre A.
13-02-2026,Club Hípico de Santiago,7,15:29,Pr. PENN ROSE,1800,PISTA 1 PASTO,3,MIA SELENTANA,Lookin At Lucky,55.5,J. Medina,P. Baeza A.
13-02-2026,Club Hípico de Santiago,7,15:29,Pr. PENN ROSE,1800,PISTA 1 PASTO,4,VELATRI,Robert Bruce,55.5,Seb. Gonzalez,D. Silva S.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,1,TANGO Y COMPAS,Seeking The Dia,56,V. Bracetti,M. Covarrubias E.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,2,GEROMILO,Bad Daddy,56,D. Alvarado,H. Manriquez F.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,3,TAN DECORATIVA,Daddy Long Legs,56,G. Rodriguez,Cl. Bernal G.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,4,VALDEMIRA BAY,Exaggerator,56,D. Carrasco,Cl. Navarro A.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,5,KIASTRELO,Ivan Denisovich,57,L. C. Gonzalez,R. Montesino S.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,6,INTERCEPTION,Ivan Denisovich,56,Js. Villablanca,L. Perez A.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,7,PITTIRANGA,Dylan Thomas,56,R. Cisternas,G. Melej R.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,8,MI SUEÑO SECRETO,Get Jets,57,Fel. Moreno,L. Parra G.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,9,TICKET GOOD,Good Samaritan,56,R. Painen,Js. Araya B.
13-02-2026,Club Hípico de Santiago,8,16:00,Pr. US OPEN,1100,PISTA 1 PASTO,10,LUCE PERICOLOSO,Midshipman,56,B. Soto,Js. Araya B.
