fecha,hipodromo,nro_carrera,hora,premio,distancia,superficie,numero,caballo,padrillo,peso,jinete,preparador
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,1,BHADRAK,Newfoundland,56,A. Morales,J. Bravo M.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,2,TEMPORAL DE AMOR,Grand Daddy,56,A. Varas,E. Lab R.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,3,SENORITA JERICO,Masqat,56,H. Jimenez,J. Hirmas R.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,4,CHILLY WILLY,Stevie Wonderboy,56,F. Taun,R. Quiroz S.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,5,BEAUTIFUL CHAMPION,Sonoma Band,56,T. Seith,R. Quiroz S.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,6,POWER OF HORSES,Exaggerator,56,P. Galaz,J. Hirmas R.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,7,INCLUYE TODO (Arg),Senor Candy,56,D. Medina,J. Aravena M.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,8,THOTHO,Stay Thirsty,56,F. Morales,R. Toledo M.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,9,JUNTITOS SIEMPRE,Grand Daddy,56,J. M. Soto,R. Lopez B.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,10,TIPICA CHILENA,Exaggerator,56,R. Fuenzalida,E. Switt V.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,11,BONITA FLOR,Awesome Patriot,56,J. Cueto,J. Ubilla P.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,12,KEEP DREAMING,Hiraboku Deep,56,G. Givovich,R. Rojas S.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,13,NATALINO,Seeking The Dia,56,A. Zuñiga,R. Rojas S.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,14,EXAGERADA Y BUENA,Exaggerator,56,N. Santibañez,A. Lab J.
19-02-2026,Hipódromo Chile,1,12:30,1570000,1000,Arena,15,REDQUIVER,Hootenanny (Usa),56,B. Soto,R. Quiroz S.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,1,BIG CARBONCILLO,Gran Carboncillo,57,Jo. A. Gonzalez,G. Covarrubias E.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,2,PISANELLO,Classic Empire (Us),57,W. Quinteros,R. Montesinos
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,3,ON THE LEVEL,Over The Cliff,57,J. Villablanca,H. Adonis B.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,4,FLORO CHICO,El Manu,57,L. Menghini,E. Switt V.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,5,ALFONSO EL GRANDE,Alfonso (Usa),57,B. Sancho,C. Bernal G.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,6,NEGRO ROMERO,Boboman,57,D. Cheuque,E. Lab R.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,7,GRAND LUCHO,Grand Daddy,57,G. Vega,Jn. Gonzalez M.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,8,SEREMOS AMIGOS,-,57,J. Toro,R. Quiroz S.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,9,GRANDE TATA REY,Cunco (Ire),57,B. Troncoso,R. Quiroz S.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,10,VALTOR,Good Samaritan (Us),57,V. Miranda,A. Padovani E.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,11,COYOTINO,Get Jets,57,B. Ayala,L. Machulas G.
19-02-2026,Hipódromo Chile,2,12:55,2100000,1200,Arena,12,LAROMPE,Boboman,57,B. Rubilar,E. Lab R.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,1,LA OVALLE NEGRETE,El Farrero,56,C. Bustos,J. Hirmas R.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,2,BETONE,Van Nistelrooy,54,R. Covarrubias,P. Valderrama C.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,3,RUCIA DE ORO,Get Jets,55,J. Toro,J. Pichara J.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,4,CHICA DE CAMPEONES,Annual Report,55,Seb. Gonzalez,R. Quiroz S.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,5,TE DIRIA,Exaggerator,58,A. Varas,J. Castillo D.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,6,MAMITA PININA,Distorted Economy,55,J. Solano,E. Becar B.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,7,EL DIECIOCHO,Monthir,55,H. Jimenez,E. Lagunas R.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,8,GOOD MORNING RED,Morning Red,54,F. Taun,Jn. Gonzalez M.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,9,JOHN WAYNE,Aragorn II,55,M. Fuentes,G. Covarrubias E.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,10,SASUKE,Hold Me Back,54,B. Soto,J. Pichara J.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,11,MR RANGER,Mr Speaker,56,J. Eyzaguirre,I. Michea F.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,12,LA CHULA,Hinz,55,L. C. Gonzalez,M. Perez A.
19-02-2026,Hipódromo Chile,3,13:20,1690000,1000,Arena,13,LADY FRANKY,Frank Conversation,55,V. Miranda,J. Pichara J.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,1,ALESITA,Good Samaritan (Us),56,N. Santibañez,R. Quiroz S.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,2,TIA MARTA,Viscount Nelson,56,J. Cueto,J. Ubilla P.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,3,THE GRUNGE,Exaggerator,56,J. Rodriguez,O. Donate S.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,4,GUANAQUERO,Seeking The Dia,56,Seb. Gonzalez,E. Lab R.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,5,FRANCOLI,Seeking The Dia,57,N. Molina,R. Quiroz S.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,6,SURPRISE BOX,Bated Breath (Gb),56,F. Taun,Jn. Gonzalez M.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,7,NANVERQUI,Neko Bay,56,J. Villablanca,M. Perez A.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,8,VAN DER SAR,Bad Daddy,56,M. Morales,G. Melej R.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,9,RODELINDO CRACK,Exaggerator,56,R. Dores,E. Carreño R.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,10,VICARIA AMELIA,California Chrome,56,C. Alegria,M. Apablaza G.
19-02-2026,Hipódromo Chile,4,13:46,1570000,1000,Arena,11,GRAN LALITO,International Star,56,F. Morales,J. Pichara J.
