Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
7,1,12:40,Ganador,1,13,FLEDGE,COMPETITIVE EDGE,430,58,MARCO MORALES,FELIPE GONZALEZ S.,EL JEI,20.6
7,1,12:40,pczo.,2,3,EL NENE,PAPELON,422,56,BENJAMIN SANCHO,CLAUDIO BERNAL,DI GIORGIO DICONE,11.2
7,1,12:40,3/4 cpos.,3,14,UNDER THE LIGHT,MENDELSSOHN (USA),421,58,GERARD RODRIGUEZ,RAUL MONTESINO,TORRES,3.5
7,1,12:40,3 3/4 cpos.,4,5,GOLFISTA,IVAN DENISOVICH,421,57,JORGE A. MORA,CRISTOBAL GONZALEZ M.,CHARITO,33.9
7,1,12:40,4 1/4 cpos,5,7,IVY QUEEN,EXAGGERATOR,442,59,DAVID SANCHEZ,THEODORE CACHELY,MAMITA QUERIDA,6.5
7,1,12:40,4 1/2 cpos.,6,1,UNO CERO,TODO UN AMIGUITO,435,56,ALVARO APABLAZA,FELIPE GONZALEZ S.,EL JEI,22.6
7,1,12:40,5 1/2 cpos.,7,9,PETIROSSA,IVAN DENISOVICH,446,59,FRANCISCO MORALES,RAUL MONTESINO,MONTESINO S. RAUL,4.4
7,1,12:40,5 3/4 cpos.,8,11,BENVENUTO CELLINI,RYDILLUC,496,55,RODOLFO FUENZALIDA,FERNANDO SOLAR,MONIN,33.8
7,1,12:40,6 1/4 cpos.,9,8,NEOLIBERAL,PRACTICAL JOKE,439,57,RICARDO SOLORZA,RAUL MONTESINO,GUERRERO DE LA VIDA,4.5
7,1,12:40,7 1/2 cpos.,10,2,RAIRET,DYLAN THOMAS,432,58,MIGUEL GUTIERREZ,CRISTOBAL GONZALEZ M.,CHARITO,7.4
7,1,12:40,8 1/2 cpos.,11,6,KOLETTE,EXAGGERATOR,406,53,NELSON ROJAS,RAUL MONTESINO,PREEMINENCIA,23.5
7,1,12:40,11 1/2 cpos.,12,12,MI JOYA,KATMAI,474,56,CARLOS ORTEGA,RAUL MONTESINO,HERMANOS DIAZ,20.8
7,1,12:40,12 cpos.,13,10,CAMELOT,INTERNATIONAL STAR (USA),441,58,KEVIN ESPINA,CRISTOBAL GONZALEZ M.,CHARITO,4.5
7,1,12:40,13 cpos.,14,4,LA SIGUIENTE,EXAGGERATOR,467,54,JOHAN GONZALEZ,HECTOR MANRIQUEZ,CINCAR,20.2
7,1,12:40,14 1/4 cpos.,15,15,ACHAPLINA,SEEKING THE DIA,403,58,DIEGO CARRASCO,WALESKA PEÑA,PEÑA P. WALESKA,68.2
7,2,13:09,Ganador,1,9,GARFUNKEL,MENDELSSOHN (USA),517,57,KEVIN ESPINA,PATRICIO BAEZA A.,EL QUIJOTE,1.9
7,2,13:09,Cbza.,2,2,MUY ADMIRADO,ADMIRAL,492,53,RONALD FOURNET,JOAO CASTILLO L.,MAULINO,2.6
7,2,13:09,1/2 cpo.,3,6,YADA,DYLAN THOMAS,419,52,NELSON ROJAS,ALEXIS PEREZ,AS,5.4
7,2,13:09,3 3/4 cpos.,4,7,BEN MAMUT,RYDILLUC,449,53,FABIAN MEDINA,FERNANDO SOLAR,MONIN,5.1
7,2,13:09,4 1/2 cpos.,5,3,KILAN,VISCOUNT NELSON,465,57,MOISES A. DONOSO,FRANCISCO PINOCHET,SAGARDIA HNOS.,12.1
7,2,13:09,6 cpos.,6,10,DULCITA,DANGEROUS MIDGE,438,53,BRYAN RUBILAR,ALEXIS PEREZ,FRITZI,63.3
7,2,13:09,7 3/4 cpos.,7,8,PELAO PELAO,PATTERNRECOGNITION,468,57,JORGE ZUÑIGA,PEDRO MOLINA,XIMENA MONICA,31.1
7,2,13:09,17 cpos.,8,1,TEMPLE DEL TOQUE,DUBAI SKY,433,57,SEBASTIAN MUÑOZ,LUIS MACHULAS G.,YAYITA,35.6
7,2,13:09,-,RT,4,FURTIVA LAGRIMA,RYDILLUC,0,55,N.N.,FERNANDO SOLAR,GOOD LUCK,0
7,2,13:09,-,RT,5,PISANELLO,CLASSIC EMPIRE (USA),0,57,JAIME MEDINA,RAUL MONTESINO,EL MAGICO CHARLY,0
7,3,13:37,Ganador,1,6,RECHIFLAO,GSTAAD II,459,55,BENJAMIN SANCHO,ANDRES BERNAL,BERNAL G. ANDRES,6.4
7,3,13:37,1 3/4 cpos.,2,8,OJO DE HALCON,SEVILLE II,444,57,MARCO MORALES,FELIPE GONZALEZ S.,BUREO,2.6
7,3,13:37,3 cpos.,3,4,PASAPALABRA,BAD DADDY,500,55,VICTOR MIRANDA,FELIPE GONZALEZ S.,LOS CAMPITOS,6.9
7,3,13:37,3 3/4 cpos.,4,7,MANKIND,GOLDENCENTS,437,58,RODRIGO PAINEN,HECTOR MANRIQUEZ,FACUNDO SANTIAGO,7.7
7,3,13:37,4 cpos.,5,9,LITTLE GASPI,WAR COMMAND,508,57,FRANCISCO MORALES,RAUL MONTESINO,ROXANITA,4
7,3,13:37,4 cpos.,6,3,LUCE PERICOLOSO,MIDSHIPMAN,450,55,BASTIAN SOTO,JOSE ARAYA B.,FRANTOCRY,7.4
7,3,13:37,5 1/4 cpos.,7,5,TANGO Y COMPAS,SEEKING THE DIA,477,57,VICTOR BRACETTI,HECTOR MANRIQUEZ,BRISAS DE CAUTIN,5.5
