fecha,hipodromo,nro_carrera,hora,distancia,superficie,numero,caballo,jinete,preparador,posicion,tiempo,dividendo,peso
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,9,Linda La Gringa,G. Vera,Eduardo González S.,1,1.03.79,2.50,453/60
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,10,Sonriele,I. Carcamo,Raul Vasquez O.,2,1.03.79,14.50,440/55
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,7,Suricata,C.A. Rojas,Raul Vasquez O.,3,1.03.79,10.00,512/57
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,3,Doble Negro,M. Urzúa,Ercira Alarcón J.,4,1.03.79,19.30,530/55
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,6,Rojo Jamas,V. Mardones,Gerardo Melo M.,5,1.03.79,7.30,530/59
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,4,Magico Secreto,G. Pereda,Carlos Norambuena B.,6,1.03.79,5.80,480/58
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,2,Corazon Penquista,C. Pavez,Eduardo González S.,7,1.03.79,9.10,470/60
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,1,Niña Samaritana,N. Carvajal,Hector Arteaga Ch.,8,1.03.79,43.70,448/59
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,11,Roman War,J.P. Torres,Gerardo Melo M.,9,1.03.79,32.50,477/60
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,5,Fresco,B. Cordero,Francisco Acevedo R.,10,1.03.79,46.00,483/56
17-02-2026,Club Hípico de Concepción,1,17:00,1100m,Arena,8,Assadi,J. Olate,Hector Arteaga Ch.,U,1.03.79,3.10,507/60
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,1,Gran Taita,J. Olate,Francisco Acevedo R.,1,1.04.91,2.30,512/57
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,6,Olimpic Blue,G. Pereda,Evaristo Alarcon J.,2,1.04.91,4.40,443/54
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,4,Te Andan Buscando,C. Pavez,Francisco Acevedo R.,3,1.04.91,9.00,480/56
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,7,Teatro Griego,G. Vera,Armando Navarrete B.,4,1.04.91,2.80,400/57
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,5,Tio Salchicha,B. Cordero,Francisco Acevedo R.,5,1.04.91,7.10,460/56
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,2,Claveria,J. Barril,Ercira Alarcón J.,6,1.04.91,14.40,488/57
17-02-2026,Club Hípico de Concepción,2,17:30,1100m,Arena,3,Videl,C. Cordero,Francisco Acevedo R.,7,1.04.91,9.20,426/52
17-02-2026,Club Hípico de Concepción,3,18:00,1300m,Arena,2,Kosanta,B. Cordero,Francisco Acevedo R.,1,1.16.64,1.40,454/58
17-02-2026,Club Hípico de Concepción,3,18:00,1300m,Arena,6,Golden Warrior,J. Olate,Hector Arteaga Ch. (AP),2,1.16.64,2.50,456/56
17-02-2026,Club Hípico de Concepción,3,18:00,1300m,Arena,3,Frankipaula,C. Cordero,Carlos Córdova A.,3,1.16.64,36.20,409/54
17-02-2026,Club Hípico de Concepción,3,18:00,1300m,Arena,4,Mano De Bronce,G. Pereda,Mario A. Apablaza G.,4,1.16.64,16.50,400/56
17-02-2026,Club Hípico de Concepción,3,18:00,1300m,Arena,5,Divine Colt,C. Pavez,Nelson Norambuena B.,5,1.16.64,12.50,498/54
