Reunion,Fecha,Hipodromo,Carrera,Hora,Distancia,Tipo,Numero,Ejemplar,Padre,Jinete,Preparador,Edad,Peso,Dividendo_Probable,Ranking_Pronostico
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,1,Pachekin,Grand Daddy,Jorge Zúñiga,Hernán Pacheco P.,4,54,14.6,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,2,Chino Matador,Viscount Nelson,Alberto Vásquez,Héctor Castillo S.,6,54,18.5,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,3,Sunam,Mendelssohn,Bernardo León,Mario Covarrubias,4,54,19.6,3
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,4,Good Partner,Exaggerator,Sebastián González,Eugenio Switt V.,5,57,17.2,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,5,Dismai,Katmai,Benjamin Sancho,Juan Rodriguez R.,5,55,12.7,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,6,Rey Sidonio,Gemologist,Rodolfo Fuenzalida,Eduardo Lab R.,7,54,16.0,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,7,Seattle Snow,Dubai Sky,Jorge A. González,Raúl Montesino S.,4,57,13.3,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,8,Orizzonti,Verrazano,Sebastián Muñoz,Luis Machulas G.,7,55,6.0,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,9,Easy Peasy,Mo Town,Gerard Rodríguez,Rodrigo Pulgar A.,5,56,18.2,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,10,Apolinario,Spun to Run,Jaime Medina,Juan Pablo Baeza J.,3,57,28.7,1
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,11,Tirrel,Ivan Denisovich,Rodolfo S. Dores,Pedro Diaz S.,5,54,19.2,4
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,12,Nob,Exaggerator,Nicolás Ramirez,Juan C. Pichara J.,4,55,17.3,
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,13,Me La Gane Solo,International Star,Joaquín Herrera,Eduardo Lab R.,3,56,28.1,2
88,2025-12-20,Hipódromo Chile,17,19:29,1200,Handicap,14,Vieja Chela,Boboman,Patricio Zúñiga,Julio Castillo D.,7,54,12.2,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,1,Cosa De Locos,Grand Daddy,Benjamin Troncoso,Rodrigo Quiroz S.,8,54,15.9,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,2,Volar Sin Alas,Good Samaritan,Felipe Henríquez,Pedro Diaz S.,3,55,22.1,2
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,3,Capo Azzurra,Monthir,Rodrigo Painen,Patricio Valderrama C.,5,53,13.0,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,4,Bowser,Distorted Economy,Nicolás Ramirez,Daniel Contreras A.,4,59,18.1,4
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,5,Nubes Negras,Endorsement,Luis Silva,Alejandro Padovani E.,7,55,17.9,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,6,Villeta,Gran Villano,Patricio Zúñiga,Rodrigo López B.,5,54,8.8,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,7,Joya Del Litoral,Spun to Run,Bernardo León,José Allende F.,3,58,26.0,1
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,8,Tubarao,Daddy Long Legs,Boris González,Mario Covarrubias,6,55,8.0,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,9,Badboy,Bad Daddy,David Sánchez,Ricardo Rojas S.,7,55,11.5,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,10,Soy Bushido,Midshipman,Marco Morales,Alejandro Padovani E.,6,59,16.1,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,11,El Joker,Grand Daddy,Sebastián González,Rodrigo Quiroz S.,4,53,19.2,3
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,12,Quiero Re Truco,Mr Speaker,Nicolás Santibañez,Luis Urbina H.,6,55,11.5,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,13,Bruno El Terrible,Gemologist,Juan Soto,Juan C. Pichara J.,6,55,10.3,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,14,No Vuelvo Mas,Good Samaritan,Jorge Zúñiga,Jaime Hirmas R.,5,53,11.7,
88,2025-12-20,Hipódromo Chile,18,19:59,1000,Handicap,15,Invito Yo,Patternrecognition,José Cueto,Rodrigo Pulgar A.,5,57,10.6,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,1,Horcon Dorado,Dylan Thomas,Bernardo León,Cristián Urbina R.,5,54,17.0,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,2,Un Guarito,Tourist,Lesly C. González,Genaro J. Covarrubias E.,7,55,10.8,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,3,Stanafuera,Monthir,Rodrigo Painen,Maritza Pérez A.,5,54,14.3,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,4,Okui,Imperia II,Luis Torres,Claudio Bernal G.,6,58,11.7,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,5,Esterios,Boboman,Marco Morales,Alejandro Padovani E.,8,56,12.9,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,6,Piter Alfonso,Scat Royal,Gerard Rodríguez,Claudio Bernal G.,5,54,14.5,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,7,Gran Alaska,Patternrecognition,Alberto Vásquez,Maritza Pérez A.,5,57,17.9,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,8,Isidora Mia,Cunco,Benjamin Troncoso,Alejandro Padovani E.,5,55,19.3,4
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,9,Joses,Mendelssohn,Sebastián González,Oscar Silva S.,4,57,25.1,2
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,10,Lucky Benni,Mendelssohn,Benjamin Sancho,Claudio Bernal G.,4,58,20.6,3
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,11,Beniblu,Classic Empire,Nicolás Molina,Alejandro Padovani E.,4,53,19.1,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,12,Deeba Spirit,Sahara Spirit,Rafael Cisternas,Marco Pavez O.,3,55,27.0,1
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,13,Akrapovic,Patternrecognition,Victor Miranda,Alejandro Padovani E.,4,56,19.1,
88,2025-12-20,Hipódromo Chile,19,20:30,1200,Handicap,14,Papito Alfredo,Hold Me Back,Rodolfo S. Dores,Pedro Diaz S.,5,53,11.2,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,1,Chichilo,Viscount Nelson,Rafael Cisternas,Alberto Aviles L.,6,52,12.4,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,2,Sea Of Gold,Goldencents,Patricio Zúñiga,Rodrigo López B.,6,54,11.6,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,3,Indian Pirate,Indian Trail,Jaime A. Miño,Oscar Donate S.,3,50,18.7,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,4,Kino,Aragorn II,Oscar Meneses,Ricardo Rojas S.,9,59,6.3,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,5,Guena Petete,Layman,Joaquín Herrera,Eduardo Lab R.,4,54,22.3,4
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,6,Luz Oculta,Mendelssohn,Lesly C. González,Mario Covarrubias,4,51,18.1,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,7,Platon,Grand Daddy,Victor Miranda,Juan C. Pichara J.,4,59,20.8,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,8,Ke Pacquiao,International Star,Benjamin Troncoso,Rodrigo Pulgar A.,4,54,18.0,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,9,Muzan,International Star,Alberto Vásquez,Oscar Donate S.,4,56,32.6,1
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,10,Sawyer,Practical Joke,Rodrigo Covarrubias,Mario Covarrubias,6,59,8.2,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,11,Laburador,Goldencents,Wilbert León,Isaac Michea F.,6,50,9.0,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,12,Jerezano,Ivan Denisovich,Rodolfo S. Dores,Pedro Diaz S.,6,54,13.2,
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,13,El Piri,Tourist,Johan González,Genaro J. Covarrubias E.,6,54,26.4,3
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,14,Sugar Light,Hiraboku Deep,Jorge Zúñiga,Claudio Bernal G.,4,50,29.3,2
88,2025-12-20,Hipódromo Chile,20,21:00,1000,Handicap,15,Jarum,Cupid,Marco Morales,Alejandro Padovani E.,5,58,15.9,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,1,No Me Pilla,Seeking The Dia,Nicolás Molina,Rodrigo Quiroz S.,7,55,15.0,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,2,Native Spirit,Sahara Spirit,Rafael Cisternas,Marco Pavez O.,3,55,24.9,1
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,3,Solo Amigos,Hootenanny,Alvaro Apablaza,Alejandro Padovani E.,5,55,16.2,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,4,Petimetre,Competitive Edge,Benjamin Troncoso,Rodrigo Pulgar A.,6,56,13.7,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,5,La Vegana,Practical Joke,Gerard Rodríguez,Juan Pablo Baeza J.,3,55,23.8,3
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,6,Seeking The Soul,Seeking The Dia,Victor Miranda,Alejandro Padovani E.,7,55,19.2,4
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,7,Soy Pipo,Dubai Sky,Rodolfo Fuenzalida,Aldo Castagneto U.,3,56,11.2,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,8,Maxiwario,Viscount Nelson,José Villablanca,Genaro J. Covarrubias E.,7,55,12.3,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,9,Dubai Wind,Dubai Sky,Johan González,Genaro J. Covarrubias E.,5,55,15.5,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,10,Negra Perla,Robert Bruce,Miguel Gutiérrez,Cristobal Gonzalez M.,3,56,18.1,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,11,Spellbound,Patternrecognition,Jaime A. Miño,Carlos García V.,4,55,10.7,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,12,Lo Franco,Seeking The Dia,Benjamin Sancho,Rodrigo Quiroz S.,5,55,16.3,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,13,Embajadora Harris,Newfoundland,Bernardo León,Luis Urbina H.,3,55,18.5,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,14,Terrible Bruno,Ya Primo,Nicolás Ramirez,Juan C. Pichara J.,3,55,17.4,
88,2025-12-20,Hipódromo Chile,21,21:30,1200,Handicap,15,Cuatro De Copas,Dylan Thomas,Joaquín Herrera,José Bravo M.,4,55,24.1,2
