Carrera,Hora,Premio,Distancia,Superficie,Numero,Caballo,Peso,Jinete,Preparador
1,12:30,Compicado,1.000,Arena,1,TATA MONCHO,58,P.Zuniga,R.QuirozS.
1,12:30,Compicado,1.000,Arena,2,DON'T STOP ME NOW,56,N.Venegas,E.SwittV.
1,12:30,Compicado,1.000,Arena,3,INDIA TERCA,55,LValdivia,E.SwittV.
1,12:30,Compicado,1.000,Arena,4,BONITA SORPRESA,56,P.Galaz,H.PachecoP.
1,12:30,Compicado,1.000,Arena,5,SAHARA CHROME,56,B.Gonzalez,E.SwittV.
1,12:30,Compicado,1.000,Arena,6,COSMIC TRIGGER,56,J.Eyzaguirre,P.ValderramaC.
1,12:30,Compicado,1.000,Arena,7,TARRES (ARG),56,N.Santibanez,E.LabR.
1,12:30,Compicado,1.000,Arena,8,TEMPORAL DE AMOR,56,A.Alvarez,J.Hirmas R.
1,12:30,Compicado,1.000,Arena,9,BEAUTIFUL MOON,56,B.Sancho,R.QuirozS.
1,12:30,Compicado,1.000,Arena,10,CHICA DE CAMPEONES,56,T.Seith,C.QuirozE.
1,12:30,Compicado,1.000,Arena,11,KING CORLEONE,55,D.Sanchez,J.CastilloD.
1,12:30,Compicado,1.000,Arena,12,TE DIRIA,55,C.Bustos,H.PachecoP.
1,12:30,Compicado,1.000,Arena,13,LA TOSTADORA,56,M.Gutierrez,R.BernalT.
1,12:30,Compicado,1.000,Arena,14,AVISPATE COMADRE,56,G.Rodriguez,J.PicharaJ.
1,12:30,Compicado,1.000,Arena,15,EL MARIPEPA,56,R.Araya,D.ContrerasA-
2,12:55,Canoso,1.200,Arena,1,ANGEL EN EL CIELO,57,A.Alvarez,M.NorambuenaCh.
2,12:55,Canoso,1.200,Arena,2,GRANDE TATA REY,57,G.Aros,R.QuirozS.
2,12:55,Canoso,1.200,Arena,3,TEEN WOLF,57,J.Eyzaguirre,L.ParraG.
2,12:55,Canoso,1.200,Arena,4,DON CACHAFAZ,57,C.Ortega,O.SilvaS.
