Fecha,Carrera,Hora,Nombre_Premio,Distancia,Pista,Numero,Caballo,Padrillo,Peso,Jinete,Preparador
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,9,HIJA DEL PAN,Good Samaritan,53,N. Rojas,S. Alvarado P.
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,10,GENUINE COMAND,War Command,54,R. Fournet,T. Cachely
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,11,CAROLITO,Classic Empire,58,M. Gutierrez,C. Gonzalez M.
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,12,PUNTA ITATA,Zawraq,57,A. Apablaza,C. Gonzalez M.
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,13,MAHER,Mendelssohn,54,Seb. Gonzalez,H. E. Ulloa P.
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,14,MR NUTS,Mr Speaker,55,J. Herrera,J. C. Silva S.
25/12/2025,20,21:00,Pr. JUST SMILE,1000,Arena,15,SEÑOR GOMEZ,Cat Scan,57,Js. Villablanca,Cl. Bernal G.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,1,CINDARA,Dylan Thomas,56,M. A. Bustamante,Js. Araya B.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,2,EL CURICANO,Grand Daddy,56,G. Rodriguez,H. Manriquez F.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,3,ARTHUR SHELBY,Grand Daddy,57,R. Painen,Js. Araya B.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,4,CANELO DORADO,Flameaway,56,A. Apablaza,C. Gonzalez M.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,5,BAMBO LUKAS,Commemorative,56,R. Cisternas,D. Matte D.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,6,PUNTO QUIEBRE,Annual Report,56,B. Troncoso,L. Parra G.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,7,EMA COOCK,Newfoundland,56,R. Fournet,T. Cachely
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,8,TWO FLAGS,Seeking The Dia,57,R. Solorza,S. Alvarado P.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,9,JACINTA GOOD,Good Samaritan,58,Cl. Jorquera,D. Silva S.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,10,ANFIELD ROAD,Distorted Economy,57,J. Toro,A. Fernandez L.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,11,AMOR FURTIVO,Flyer,57,Seb. Gonzalez,R. Silva S.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,12,BOY SCOUT,Hinz,57,Jon. A. Castillo,A. Parra D.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,13,EL LEGENDARIO,Mo Town,58,A. Alvarez,Cl. Bernal G.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,14,PERFUME DE GOL,Flyer,57,A. Villagra,A. Parra D.
25/12/2025,21,21:30,Pr. JOOP JOOP,1000,Arena,15,MI RINCON,Alfonso,57,H. Ochoa,R. Sanchez Q.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,1,INDIAN POET,Constitution,56,Jon. A. Castillo,R. Montesino S.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,2,REINA JAKE,Verrazano,56,Jo. Muñoz M.,G. Melej R.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,3,QUMRAM,Sweet Sorrel,58,C. Ortega,S. Morales G.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,4,DESENFRENADO,Practical Joke,56,L. C. Gonzalez,F. Gonzalez S.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,5,COLOR DE SUEÑO,Gran Villano,56,W. Quinteros,D. Matte D.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,6,KUAI MA,Robert Bruce,54,Joh. Gonzalez,S. Morales G.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,7,BORN TO BE WILD,Goldencents,54,R. Fuenzalida,R. Muñoz M.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,8,C'EST VRAI,Gran Villano,56,R. Cisternas,D. Matte D.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,9,GRAND CODY'S,Grand Daddy,54,J. Herrera,Js. Alvarez D.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,10,PELAMBRE,Practical Joke,58,A. Alvarez,R. Sanchez Q.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,11,PECADO INCONFESABLE,Remote,58,M. A. Bustamante,C. Garcia V.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,12,SCALPING,Good Samaritan,58,B. Sancho,Cl. Bernal G.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,13,ALE GUAPA,Cupid,55,R. S. Dores,D. Matte D.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,14,DENALI,Good Samaritan,57,N. Ramirez,M. Rabajille D.
25/12/2025,22,22:00,Pr. JINGLE,1000,Arena,15,SPES,Mr Speaker,58,D. Carrasco,T. Cachely
