Carrera,Hora,Premio,Distancia,Superficie,Numero,Caballo,Peso,Jinete,Preparador
1,13:00,DIRECTOR DE TURNO,1000,ARENA,1,MAGNUS AURELIUS,56,Jn. Muñoz M.,Cl. Navarro A.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,2,RODELINDO CRACK,57,R. S. Dores,E. Carreño R.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,3,DESCREIDA,56,C. Gonzalez M.,D. Alvarado
1,13:00,DIRECTOR DE TURNO,1000,ARENA,4,GRAND CASABLANCA,57,C. Ortega,G. Melej R.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,5,RUCIA DEL DOC,57,A. Fernandez L.,J. Toro
1,13:00,DIRECTOR DE TURNO,1000,ARENA,6,PRAIA DO FORTE,57,B. A. Varas,C. Garcia V.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,7,TANGO Y COMPAS,57,H. Manriquez F.,V. Bracetti
1,13:00,DIRECTOR DE TURNO,1000,ARENA,8,BRINDO POR ELLA,57,R. Cisternas,D. Matte D.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,9,MARULINA,56,M. Galaz,G. Covarrubias E.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,10,NUTCRACKER,56,G. Melej R.,E. Carreño R.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,11,STAR ROSE,56,J. Pimentel,R. Solorza
1,13:00,DIRECTOR DE TURNO,1000,ARENA,12,FIRST CLASSIC,56,P. Robles,J. Pinochet P.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,13,WALKA,56,C. Melero F.,I. Michea F.
1,13:00,DIRECTOR DE TURNO,1000,ARENA,14,MESTIZA FLOR,56,D. Cheuque,B. Soto
1,13:00,DIRECTOR DE TURNO,1000,ARENA,15,KING NICOLAS,56,M. Velarde B.,G. Rodriguez
2,13:28,SHY EARLY,1000,PASTO,1,TRANQUILA NIÑA,55,D. Cheuque,R. Toledo M.
2,13:28,SHY EARLY,1000,PASTO,2,DULCITA,55,W. Quinteros,A. Perez D.
2,13:28,SHY EARLY,1000,PASTO,3,SIRENA SOLITARIA,55,B. Sancho,Cl. Bernal G.
2,13:28,SHY EARLY,1000,PASTO,4,BAD ROMANCE,55,B. Soto,R. Bernal G.
2,13:28,SHY EARLY,1000,PASTO,5,FURTIVA LAGRIMA,55,R. Fuenzalida,F. Solar S.
2,13:28,SHY EARLY,1000,PASTO,6,DAMA DE LA LUZ,55,A. Jaque S.,J. Reyes
2,13:28,SHY EARLY,1000,PASTO,7,POWER GIRL,55,M. Covarrubias E.,R. Avila
2,13:28,SHY EARLY,1000,PASTO,8,MI PORTEÑA,56,A. Perez D.,R. Fournet
