fecha,hipodromo,carrera,hora,premio,bolsa,distancia,tipo,pista,posicion,numero,ejemplar,padrillo,edad,peso_caballo,dist_ganador,peso_jinete,jinete,tiempo_final,dividendo,preparador,stud
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,1°,7,Menito,International Star,4,423,,56,J. Toro.,,4.00,Jaime Hirmas R.,Cuatro Corazones
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,2°,13,Meme,Good Samaritan,4,408,1¼,55,J. Herrera.,,6.70,Rafael Bernal G.,Sema
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,3°,4,Demoov,Newfoundland,9,487,3¼,54,M. Gutiérrez.,,16.40,Julio Castillo D.,Bruno Alonso
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,4°,2,Vine Vide Vinci,Tumblebrutus,11,461,5½,56,D. Carvacho.,,8.00,Rodrigo Quiroz S.,Lusugo
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,5°,9,Bay Good Chiqui,Good Samaritan,4,402,5¾,54,R. Fuenzalida.,,20.60,Claudio Bernal G.,Malcib
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,6°,3,Mangino,No Nay Never,9,467,5¾,56,J. Vera.,,22.60,Alberto Aviles L.,Hermanos y Amigos
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,7°,8,Un Dia Contigo,Seeking The Dia,4,436,6½,55,C. Weilby.,,14.00,Lauro Pérez A.,Lauro Perez A.
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,8°,14,Francoli,Seeking The Dia,5,432,8¼,55,D. Cheuque.,,9.90,Rodrigo Quiroz S.,Lucaraste
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,9°,6,Salma Alegre,Gstaad II,6,406,9¾,56,W. Quinteros.,,14.60,Eugenio Switt V.,Gallo
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,10°,12,Spirit Fire,Caesarion,10,463,10½,56,M. Fuentes.,,15.90,Genaro J. Covarrubias E.,La Corina
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,11°,1,Lumber Boy,The Lumber Guy,4,431,11,56,J. Medina.,,3.60,Lauro Pérez A.,Santa Malva
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,12°,11,Grey Sun,Voodoo Swinge,8,501,11½,55,J. Pimentel.,,18.70,Eugenio Switt V.,L R
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,13°,5,El Gran Tornado,Newfoundland,8,449,11¾,54,R. Avila.,,18.30,Mario A. Apablaza G.,Albino
2025-11-22,Hipódromo Chile,1,12:30,Melodico,3069000,1200m,Handicap (Hd) 3 al 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,U°,10,Redquiver,Hootenanny,5,442,16½,56,R.S. Dores.,,14.60,Rodrigo Quiroz S.,Lost Vera
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,1°,1,Agustina Sofia,Cunco,3,400,,55,R.S. Dores.,,16.40,Aldo Castagneto U.,Jamb
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,2°,15,Katie Melua,Flameaway,3,480,pz,55,N. Ramirez.,,7.20,Oscar Donate S.,Guillermo Cordova T.
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,3°,5,Vendetta Real,Zawraq,3,410,1½,55,R. Cisternas.,,20.20,Rodrigo López B.,Baemar
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,4°,11,Mi Porteña,Good Samaritan,3,416,1½,55,H. Ochoa.,,3.10,Rodrigo Sánchez Q.,Rodrigo Sanchez Q.
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,5°,12,La Jeshu,Distorted Economy,3,437,2¼,51,F. Medina.,,34.70,Daniel Contreras A.,Ja
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,6°,7,Bella Chichi,Distorted Economy,3,468,2¾,55,R. Avila.,,71.20,Hernán Pacheco P.,Margal
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,7°,8,Niñita Por Dios,Gran Carboncillo,3,466,3¼,55,R. Fuenzalida.,,2.40,Juan Pablo Baeza J.,Hermanos Díaz
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,8°,9,Para Ti Mi Amor,Spun to Run,3,405,3¼,55,M. Gutiérrez.,,4.30,Rodrigo Quiroz S.,Santa Olga
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,9°,2,La Universitaria,Bad Daddy,3,392,3¾,55,L.D. Menghini.,,25.70,Rodrigo Quiroz S.,Lucaraste
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,10°,14,Mas Amor,Ya Primo,3,421,5¼,53,M. Herrera.,,38.80,Juan Ubilla P.,Forza Al Canut
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,11°,6,Follow Your Dreams,Spun to Run,3,482,6¾,55,D. Carvacho.,,17.20,Isaac Michea F.,Lopito
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,12°,4,Tu Mi Cunca,Cunco,3,437,8¼,55,W. Quinteros.,,23.30,Pedro Diaz S.,Pedro Diaz S.
2025-11-22,Hipódromo Chile,2,12:56,Marea Viva,2660000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,13°,13,Monjita Dulce,Robert Bruce,3,407,8¾,55,C. Weilby.,,76.20,Genaro J. Covarrubias E.,Quarter Dollar
2025-11-22,Hipódromo Chile,3,13:22,Mecanografo,4681000,1600m,Handicap (Hd) 11 al 6 | Caballos 3 años y más (3a+) (Serie 5),Arena,1°,1,El Florito,Ascot Prince,7,442,,57,J. Herrera.,,2.30,Rafael Bernal G.,Alto Las Piedras
2025-11-22,Hipódromo Chile,3,13:22,Mecanografo,4681000,1600m,Handicap (Hd) 11 al 6 | Caballos 3 años y más (3a+) (Serie 5),Arena,2°,4,Rey Gabriel Andres,Distorted Economy,4,440,3¾,56,R. Fuenzalida.,,3.50,Manuel Velarde B.,Los Topos
2025-11-22,Hipódromo Chile,3,13:22,Mecanografo,4681000,1600m,Handicap (Hd) 11 al 6 | Caballos 3 años y más (3a+) (Serie 5),Arena,3°,5,Kiastrelo,Ivan Denisovich,4,454,3¾,52,W. León.,,8.60,Mario Covarrubias,Doña Ester
2025-11-22,Hipódromo Chile,3,13:22,Mecanografo,4681000,1600m,Handicap (Hd) 11 al 6 | Caballos 3 años y más (3a+) (Serie 5),Arena,4°,2,Sonata Celta,Mo Town,5,383,4½,57,M. Gutiérrez.,,10.80,Rodrigo Quiroz S.,Lucaraste
2025-11-22,Hipódromo Chile,3,13:22,Mecanografo,4681000,1600m,Handicap (Hd) 11 al 6 | Caballos 3 años y más (3a+) (Serie 5),Arena,U°,3,El Puntuo,Good Samaritan,5,480,5½,57,R. Cisternas.,,1.90,José Araya B.,Arriba Del Sillon
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,1°,4,Rapido Y Veloz,Good Samaritan,4,456,,56,B. León.,,25.30,Claudio Bernal G.,Mar Y Sol
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,2°,14,Me Veras Caer,Iron Clad,4,416,4½,56,D. Cheuque.,,34.70,Julio Castillo D.,Carlos Cavieres
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,3°,3,Gamorra,The Lumber Guy,7,445,4¾,56,L.D. Menghini.,,3.90,Rodrigo Quiroz S.,Los Bello
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,4°,6,La Tostadora,Cupid,5,490,4¾,57,N. Ramirez.,,2.40,Hernán Pacheco P.,Grande Tio Kiko
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,5°,2,Mano De Bronce,Cunco,6,386,9,56,P. Galáz.,,7.10,Mario A. Apablaza G.,Mario Apablaza G.
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,6°,5,Republic Ana,Exaggerator,4,447,9,56,J. Pimentel.,,19.00,Roberto Toledo M,Laly
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,7°,7,Giulietta Amore,Ivan Denisovich,6,409,11¼,56,W. Quinteros.,,19.50,José Venegas P.,Jose Venegas P.
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,8°,13,Natalino,Seeking The Dia,10,501,12,56,J. Vera.,,39.40,Ricardo Rojas S.,Chamo Candela
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,9°,8,Pequeño Crilin,Indy Dancer,4,387,13½,56,R. Cisternas.,,10.00,Raúl Montesino S.,Bruno Alonso
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,10°,11,Monte Hua,Seeking The Dia,9,456,14,56,R. Fournet.,,9.40,Oscar Donate S.,Bruno Alonso
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,11°,9,Power Of Horses,Exaggerator,6,497,14¾,56,B. Ayala.,,9.60,Jaime Hirmas R.,Jaime Hirmas R.
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,12°,1,Alajja,Indian Trail,5,421,14¾,56,R. Fuenzalida.,,10.70,Juan Aravena M.,Matias Aravena
2025-11-22,Hipódromo Chile,4,13:49,Magnolio,2650500,1200m,Handicap (Hd) 1 | Caballos 3 años y más (3a+) (Serie 6),Arena,13°,10,India Adorada,Exaggerator,5,450,15½,56,J. Soto.,,37.70,Eugenio Switt V.,Florence
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,1°,8,Reina Margaret,Flyer,3,420,,55,J. Herrera.,,1.90,Eduardo Lab R.,Yungay
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,2°,6,Perfide,Ivan Denisovich,3,415,2¾,51,F. Medina.,,9.10,Jaime Hirmas R.,Chamo Candela
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,3°,9,Serket,Bilzerian,3,449,3¼,51,D. Cheuque.,,6.90,Mario A. Apablaza G.,Raices De Codegua
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,4°,1,Diosa Kali,Spun to Run,3,,3¾,55,D. Medina.,,4.00,José Bravo M.,José Bravo M.
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,5°,7,La Salchi,Shampoo Silver,3,466,4¾,53,R. Fournet.,,7.40,Hernán Pacheco P.,Oxiper
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,6°,4,Shyuanna,Boboman,3,439,7,55,V. Miranda.,,11.20,Juan C. Pichara J.,Agric.Santa Laura
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,7°,10,Lady Jets,Get Jets,3,447,9¾,55,M. Gutiérrez.,,8.30,Oscar Donate S.,Don Alfonso
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,8°,3,Gran Compañera,Spun to Run,3,435,11,55,R.S. Dores.,,21.10,José Alvarez D.,Leito
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,9°,5,Tiguarda,Dylan Thomas,3,419,12¾,55,R. Avila.,,46.80,Hernán Pacheco P.,Grande Tio Kiko
2025-11-22,Hipódromo Chile,5,14:15,Majestuosa Mia,3500000,1000m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,U°,2,Polly Gray,Ticket To Run,3,445,19¼,54,M. Fuentes.,,84.20,Luis Machulas G.,El Mero Mero
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,1°,6,Fashion Boy,Ya Primo,3,495,,57,N. Ramirez.,,2.30,Juan C. Pichara J.,Vasquez Retamales
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,2°,1,Bello Bijou,Seeking The Dia,3,444,1¼,57,I. Valdivia.,,1.60,Carlos Urbina H.,Xeneixe
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,3°,2,Je Suis Pret,Mendelssohn,3,442,3½,57,B. León.,,15.70,Mario Covarrubias,Doña Ester
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,4°,5,Rabioso Pelao,Lookin At Lucky,3,494,4¼,57,M. Gutiérrez.,,5.30,Juan C. Pichara J.,Bruno Alonso
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,5°,3,Big Carboncillo,Gran Carboncillo,3,436,7¾,53,F. Medina.,,12.00,Raúl Montesino S.,Hermanos Díaz
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,6°,9,Molusco,Palm Springs,3,492,13¾,57,R. Covarrubias.,,34.60,Mario Covarrubias,Azul De Derecha
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,7°,7,Escopeta Recortada,Tapitdoro,3,408,14¼,57,C. Weilby.,,68.70,Lauro Pérez A.,Los Topos
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,8°,8,Kalil,Distorted Economy,3,458,18¾,57,M. Cordero.,,62.50,Eduardo Lab R.,Medio Oriente
2025-11-22,Hipódromo Chile,6,14:41,Malabar,2660000,1000m,Condicional (Cd) | Machos 3 años no ganadores (m3ap),Arena,U°,4,Monel Hait,Washington,3,459,22,56,J. Vera.,,92.70,Hernán Pacheco P.,Dos E
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,1°,5,Amorino,Mendelssohn,4,436,,51,H. Ochoa.,,3.20,Julio Orellana R.,Stud La Nonna Ltda.
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,2°,3,Five The Red,Mo Town,5,506,cb,58,L. Torres.,,2.80,José Araya B.,Nayet
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,3°,6,Gogol,Classic Empire,4,474,5,55,J. Medina.,,4.60,Rodrigo Sánchez Q.,Haras Santa Marta
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,4°,4,Giancarlo,Mo Town,5,495,13¼,52,A. Vásquez.,,16.70,Rodrigo López B.,Linares
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,5°,1,Gran Dali,Midshipman,4,522,14¼,58,O. Ulloa.,,2.10,Juan Pablo Baeza J.,Drope
2025-11-22,Hipódromo Chile,7,15:07,Master Bond,6820000,1900m,Handicap (Hd) 33 al 25 | Caballos 3 años y más (3a+) (Serie 2),Arena,U°,2,Lindo Dia,Awesome Patriot,5,467,22¾,53,D. Carvacho.,,24.90,Rodrigo Quiroz S.,La Catedral
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,1°,1,Andesita,Bad Daddy,3,491,,55,J. Herrera.,,1.50,Juan Rodriguez R.,Vendaval
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,2°,9,Sogna Con Me,Ya Primo,3,441,5¼,51,F. Medina.,,4.80,José Venegas P.,Jose Venegas P.
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,3°,15,Mariadynis,Grand Daddy,3,469,5¼,55,N. Ramirez.,,12.00,José Araya B.,Rebels
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,4°,8,Smile Queen,Katmai,3,510,5½,55,H. Ochoa.,,13.90,Carlos Urbina H.,Doña Elena
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,5°,13,Scotish Queen,Robert Bruce,3,456,5¾,55,B. León.,,21.70,Carlos Urbina H.,Haras Convento Viejo
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,6°,3,Emperifollada,Seeking The Dia,3,468,7½,55,W. Quinteros.,,43.50,Ricardo Rojas S.,Chamo Candela
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,7°,14,Prosperita,Ya Primo,3,503,7¾,52,R. Fournet.,,26.60,Pedro Diaz S.,Los Jeques
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,8°,12,Old City,Dubai Sky,3,454,8¼,55,D. Carvacho.,,19.70,Rodrigo Quiroz S.,Las Araucarias
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,9°,6,La Hermana,Good Samaritan,3,393,8¼,51,D. Cheuque.,,38.30,Alejandro Martínez C.,Sema
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,10°,2,Princess Thai,Distorted Economy,3,422,8¾,55,J. Villablanca.,,88.40,Manuel Velarde B.,Alonmate
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,11°,11,Sanssita,Mendelssohn,3,445,9½,55,R. Varas.,,53.60,Lauro Pérez A.,Santa Malva
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,12°,5,Wittenburg,Dubai Sky,3,448,10,55,R. Fuenzalida.,,38.40,Aldo Castagneto U.,Las Araucarias
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,13°,10,La Cia,International Star,3,400,20¾,55,M. Gutiérrez.,,34.50,Oscar Donate S.,Mario Andrés
2025-11-22,Hipódromo Chile,8,15:35,Magel,4340000,1300m,Condicional (Cd) | Hembras 3 años no ganadoras (h3ap),Arena,U°,4,Valkiria,Classic Empire,3,430,Rd,55,I. Valdivia.,,6.50,Luis Urbina H.,Luigi
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,1°,7,Gold Escudero,Goldencents,6,456,,55,N. Ramirez.,,5.00,Julio Castillo D.,Corral Hipico
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,2°,8,Ya Lo Creo,Hootenanny,5,381,1½,55,V. Miranda.,,33.30,Julio Castillo D.,Sapito
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,3°,5,La Ñoñita,Iron Clad,6,476,2,54,R. Fournet.,,11.40,Hernán Pacheco P.,Oxiper
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,4°,12,Mezzosoprano,Cosmic,7,512,2¼,55,F. Medina.,,24.10,Jaime Hirmas R.,Chamo Candela
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,5°,3,Te Voy A Olvidar,Van Nistelrooy,5,454,3¼,56,J. Herrera.,,5.70,Rafael Bernal G.,Santa Ana
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,6°,10,Gran Nono,Strong Mandate,8,531,4¾,55,W. León.,,5.20,Genaro J. Covarrubias E.,La Corina
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,7°,1,Pistola Velázquez,Hold Me Back,6,442,5¾,56,D. Carvacho.,,11.80,Rodrigo Quiroz S.,Haras Río Grande
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,8°,2,Mi Nieto Bruno,Grand Daddy,4,465,6¼,54,D. Medina.,,9.80,Hernán Pacheco P.,Grande Tio Kiko
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,9°,13,Princesa Ruby,Admiral,4,493,6¼,55,R. Cisternas.,,6.40,Rodrigo López B.,Per Sempre
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,10°,4,Don't Stop Me Now,Ivan Denisovich,4,460,8¾,54,W. Quinteros.,,42.60,Eugenio Switt V.,Florence
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,11°,6,Malva Star,International Star,4,432,9½,55,F. Moreno.,,15.10,Alejandro Martínez C.,Melendez
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,12°,11,Nurmagomedov,Flameaway,4,485,11¼,55,M. Gutiérrez.,,3.80,Juan C. Pichara J.,Vasquez Retamales
2025-11-22,Hipódromo Chile,9,16:02,Maracaibo,3069000,1200m,Handicap (Hd) 9 al 7 | Caballos 3 años y más (3a+) (Serie 6),Arena,U°,9,Yaella,Constitution,5,400,12¼,55,C. Hernández.,,83.30,Eduardo Lab R.,Angelica Y Francisco
2025-11-22,Hipódromo Chile,10,16:29,Luis Rosselot Bordeu,10701800,2000m,Clásico (Cl) (PR) | Caballos 3 años y más (3a+),Arena,1°,4,Mogul,Classic Empire,4,517,,60,H. Ochoa.,,1.40,,
2025-11-22,Hipódromo Chile,10,16:29,Luis Rosselot Bordeu,10701800,2000m,Clásico (Cl) (PR) | Caballos 3 años y más (3a+),Arena,2°,1,El Vigia,Constitution,5,511,2,60,J. Medina.,,3.20,,
2025-11-22,Hipódromo Chile,10,16:29,Luis Rosselot Bordeu,10701800,2000m,Clásico (Cl) (PR) | Caballos 3 años y más (3a+),Arena,3°,5,Ponteau,Midshipman,4,445,2¼,60,R. Cisternas.,,10.50,,
2025-11-22,Hipódromo Chile,10,16:29,Luis Rosselot Bordeu,10701800,2000m,Clásico (Cl) (PR) | Caballos 3 años y más (3a+),Arena,4°,2,Latour Cent,Goldencents,6,488,14½,60,I. Valdivia.,,12.50,,
2025-11-22,Hipódromo Chile,10,16:29,Luis Rosselot Bordeu,10701800,2000m,Clásico (Cl) (PR) | Caballos 3 años y más (3a+),Arena,5°,6,Hijo Del Tuto,Grand Daddy,4,500,15,60,L. Torres.,,7.30,,
