Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
7,16,19:01,1200m,8°,13,Shamrock,Bad Daddy,474k,56k,F. Medina,Julio Castillo D.,El Gallito,52.30
7,16,19:01,1200m,9°,9,El Florito,Ascot Prince,440k,54k,J. Herrera,Rafael Bernal G.,Alto Las Piedras,19.50
7,16,19:01,1200m,10°,4,Gracias Señor,Forever Thing,527k,54k,R. Fuenzalida,Aldo Castagneto U.,Desafio,12.50
7,16,19:01,1200m,11°,7,Hammer Time,Malibu Moon,475k,55k,R. Avila,Genaro J. Covarrubias E.,La Corina,13.40
7,16,19:01,1200m,12°,15,Atacama Flower,Sahara Spirit,477k,54k,B. León,Oscar Donate S.,Haras Sumaya,2.80
7,16,19:01,1200m,13°,2,Iron Swim,Admiral,488k,54k,F. Henríquez,Manuel Norambuena Ch.,Verónica Morales O.,29.60
7,16,19:01,1200m,14°,10,Cruza El Rio,Kingly,492k,54k,J. Paredes,R. Toledo M.,Mario Nicolás,177.60
7,17,19:30,1200m,1°,7,Romanini,Good Samaritan,418k,56k,J. Toro,Juan Gonzalez M.,Mosqueteros De Lis,8.80
7,17,19:30,1200m,2°,2,Solo Amigos,Hootenanny,457k,55k,V. Miranda,Alejandro Padovani E.,Alevuk,4.80
7,17,19:30,1200m,3°,13,Facil La Pega,Scat Royal,497k,56k,D. Sánchez,Alberto Aviles L.,Alberto Aviles L.,4.40
7,17,19:30,1200m,4°,4,Gold Escudero,Goldencents,462k,55k,A. Covarrubias,Julio Castillo D.,Corral Hipico,9.10
7,17,19:30,1200m,5°,5,Montes Premium,Exaggerator,440k,55k,J. Herrera,Rafael Bernal G.,Rafael Bernal T.,7.10
7,17,19:30,1200m,6°,1,Hey Dj,Imperia II,439k,56k,B. León,Cristián Urbina R.,Morat,5.90
7,17,19:30,1200m,7°,15,Ciao Juanita,Good Samaritan,471k,55k,M. Donoso,Francisco Pinochet P.,Sagardia Hnos.,10.40
7,17,19:30,1200m,8°,14,Doña Tota,Katmai,502k,56k,B. Troncoso,Alejandro Padovani E.,Gonzalez Toro,9.90
7,17,19:30,1200m,9°,12,Perfecta Actitud,Dylan Thomas,429k,55k,J. Villablanca,Harrison Adonis B.,Tu Paire,90.60
7,17,19:30,1200m,10°,10,Cuccinello,War Command,476k,55k,F. Henríquez,Daniel Contreras A.,Ja,30.60
7,17,19:30,1200m,11°,11,Yamach,Get Jets,423k,56k,F. Medina,Juan Ubilla P.,Jamb,10.20
7,17,19:30,1200m,12°,9,El Orador,Spun to Run,495k,55k,B. Sancho,Claudio Bernal G.,Hildita,9.20
7,17,19:30,1200m,13°,3,Top Model,Mo Town,436k,54k,J. Cueto,José Venegas P.,Jose Venegas P.,54.30
7,18,19:59,1400m,1°,13,Pimlico,Classic Empire,454k,58k,B. León,Cristián Urbina R.,Haras las Camelias,2.50
7,18,19:59,1400m,2°,10,Cochepe,Good Samaritan,495k,53k,N. Ramirez,M. Velarde B.,Manuel A Velarde B,8.60
7,18,19:59,1400m,3°,6,Aqui Todos Rien,Patternrecognition,470k,53k,N. Molina,Rodrigo Quiroz S.,Don Quijote,9.40
7,18,19:59,1400m,4°,1,El Canchero,Midshipman,483k,57k,J. Zúñiga,Pedro Molina I.,Isla Torina,13.80
7,18,19:59,1400m,5°,8,Bellafonte,Midshipman,503k,52k,H. Ochoa,Luis Urbina H.,Super Nico,5.70
7,18,19:59,1400m,6°,12,Bob Parr,Hurricane Cat,424k,52k,N. Rojas,Luis Toledo C.,Pequeño Matias,79.90
7,18,19:59,1400m,7°,14,Enseñame,Ivan Denisovich,460k,59k,R. Araya,Eugenio Switt V.,Los Garrido,55.90
7,18,19:59,1400m,8°,9,Dunhill Smoke,Cupid,480k,53k,R. Avila,Isaac Michea F.,Bruno Alonso,14.70
7,18,19:59,1400m,9°,2,Van Rise,Flameaway,506k,55k,B. Sancho,Claudio Bernal G.,Carlos Ernesto,3.20
