Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
7,18,19:59,1400m,10°,3,El Whisky Cuando,Mayakovsky,502k,52k,F. Medina,Julio Castillo D.,El Gallito,13.40
7,18,19:59,1400m,11°,4,Run Fast,Cunco,446k,53k,R. Fournet,Cristián Urbina R.,C Y G,41.90
7,18,19:59,1400m,12°,11,Carilo,Treasure Beach,453k,53k,M. Gutiérrez,Rafael Bernal G.,El Imperio,14.60
7,19,20:30,1200m,1°,14,El Gran Maestro,Lookin At Lucky,443k,56k,G. Aros,Alejandro Padovani E.,Carnes Oly,2.80
7,19,20:30,1200m,2°,6,Royal Dublin,Katmai,507k,56k,T. Seith,Aldo Castagneto U.,Claro,8.90
7,19,20:30,1200m,3°,11,Rubia Morena,Classic Empire,476k,56k,J. Villablanca,Cristian Quiroz E.,Fos,17.20
7,19,20:30,1200m,4°,3,Vieja Chela,Boboman,496k,54k,P. Zúñiga,Julio Castillo D.,Corral Hipico,10.20
7,19,20:30,1200m,5°,15,Indian Tiger,Indian Trail,500k,55k,M. Gutiérrez,Julio Castillo D.,Corral Hipico,14.60
7,19,20:30,1200m,6°,13,El Gran Menotti,Hold Me Back,437k,56k,N. Molina,Rodrigo Quiroz S.,Don Alamiro,26.10
7,19,20:30,1200m,7°,9,Preziosi,Sumerio,448k,55k,B. León,Cristián Urbina R.,Morat,15.10
7,19,20:30,1200m,8°,7,Good Nepro,Good Samaritan,458k,56k,R. Araya,José Lastra B.,Milton Rodriguez M.,7.10
7,19,20:30,1200m,9°,12,Sinnerman,Grand Daddy,513k,54k,V. Miranda,Alejandro Padovani E.,Keep Walking,5.70
7,19,20:30,1200m,10°,2,Leyenda Roja,Distorted Economy,442k,56k,A. Villagra,Ricardo Rojas S.,Red Loser,55.40
7,19,20:30,1200m,11°,4,Rio De Los Ciervos,Constitution,600k,55k,B. Sancho,Claudio Bernal G.,Mar Y Sol,6.50
7,19,20:30,1200m,12°,10,Pero Pedro,Dylan Thomas,534k,55k,R. Painen,Juan C. Pichara J.,Roxanita,10.00
7,19,20:30,1200m,13°,1,Fast Pattern,Patternrecognition,471k,55k,C. Hernández,Patricio Valderrama C.,Chispita,36.60
7,19,20:30,1200m,14°,5,Van Basten,Omayad,498k,55k,B. Rubilar,Rafael Bernal T.,La Flo,44.70
7,20,21:00,1200m,1°,12,Professionals,Grand Daddy,469k,54k,N. Santibañez,Patricio Valderrama C.,Santa Veronica,15.60
7,20,21:00,1200m,2°,14,California Daddy,California Chrome,479k,56k,N. Rojas,Rodrigo Pulgar A.,Galiano,4.30
7,20,21:00,1200m,3°,2,Like A Prayer,Alfonso,457k,56k,J. Cueto,Juan Ubilla P.,Forza Al Canut,42.00
7,20,21:00,1200m,4°,7,Grozza,Dangerous Midge,496k,56k,R. Fuenzalida,Aldo Castagneto U.,Claro,10.10
7,20,21:00,1200m,5°,4,Bernoulli,Distorted Economy,446k,55k,J. Villablanca,Lauro Pérez A.,Diablito De Pullally,37.20
7,20,21:00,1200m,6°,8,La Ñoñita,Iron Clad,481k,55k,R. Avila,Juan Gonzalez M.,Oxiper,47.00
7,20,21:00,1200m,7°,11,Menito,International Star,445k,56k,B. Rubilar,Jaime Hirmas R.,Cuatro Corazones,19.30
7,20,21:00,1200m,8°,15,Mercenaria,Classic Empire,455k,56k,F. Henríquez,Manuel Norambuena Ch.,Charito,10.90
7,20,21:00,1200m,9°,6,Lucia De Siracusa,Good Samaritan,437k,56k,G. Aros,Alejandro Padovani E.,Mameza,6.20
7,20,21:00,1200m,10°,13,Elegido Con Pinzas,Flameaway,488k,56k,A. Varas,Alejandro Padovani E.,Work Work Work,4.60
7,20,21:00,1200m,11°,10,Mixed Emotions,Grand Daddy,488k,56k,T. Seith,Cristian Quiroz E.,De Quiva's,28.00
7,20,21:00,1200m,12°,3,Secuencia Perfecta,Kingly,448k,55k,M. Gutiérrez,Rafael Bernal G.,Rafael Bernal T.,12.20
7,20,21:00,1200m,13°,1,Embajadora Harris,Newfoundland,430k,56k,J. Zúñiga,Luis Urbina H.,Los Conejos,3.00
7,21,21:30,1200m,1°,1,Easy Peasy,Mo Town,430k,56k,F. Soto,Rodrigo Pulgar A.,Los Sarmientos,7.80
7,21,21:30,1200m,2°,9,Dabke,Spun to Run,455k,55k,J. Cueto,Rodrigo López B.,Jaimito,15.90
7,21,21:30,1200m,3°,8,African Spirit,Sahara Spirit,548k,54k,B. Troncoso,Marco Pavez O.,Haras Sumaya,6.30
7,21,21:30,1200m,4°,13,Kazajo,Lemon Sour,453k,57k,N. Santibañez,Rodrigo Quiroz S.,El Goro,13.60
7,21,21:30,1200m,5°,5,Yeri Star,Katmai,477k,55k,V. Miranda,Alejandro Padovani E.,Del Andes,7.80
7,21,21:30,1200m,6°,6,Nob,Exaggerator,515k,56k,R. Painen,Juan C. Pichara J.,Juan Jaque,6.70
7,21,21:30,1200m,7°,7,Lady Manu,State Of Play,497k,56k,R. Avila,Alejandro Martínez C.,Carlos Nuñez G.,6.30
7,21,21:30,1200m,8°,14,Bruno El Terrible,Gemologist,495k,57k,B. Rubilar,Juan C. Pichara J.,Bruno Alonso,20.10
7,21,21:30,1200m,9°,15,Petimetre,Competitive Edge,495k,56k,R. Fuenzalida,Rodrigo Pulgar A.,Galiano,5.20
7,21,21:30,1200m,10°,10,Silene,Classic Empire,466k,56k,T. Seith,Juan C. Pichara J.,El Mero Mero,17.50
7,21,21:30,1200m,11°,12,Ambrose,Dylan Thomas,480k,53k,N. Rojas,Alejandro Padovani E.,Matías Alfonso,38.00
7,21,21:30,1200m,12°,11,Pachekin,Grand Daddy,520k,56k,J. Zúñiga,Juan Gonzalez M.,Oxiper,8.60
7,21,21:30,1200m,13°,3,Dalemita,Dubai Sky,428k,53k,H. Barrera,Rodrigo Quiroz S.,Los Carroza,32.00
7,21,21:30,1200m,14°,2,Natural Mystic,Sumerio,495k,56k,B. González,Juan C. Pichara J.,Florencia Paz,45.10
7,21,21:30,1200m,U°,4,Souk,Bad Daddy,503k,55k,N. Molina,Theodore.Cachely.Tata Rey,12.20
