fecha,hipodromo,nro_carrera,hora,distancia,superficie,numero,caballo,jinete,preparador,posicion,tiempo,dividendo,peso
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,2,Temporal De Amor,A. Varas,Eduardo Lab R.,1,58.53,1.60,431/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,3,Señorita Jerico,H. Jiménez,Jaime Hirmas R.,2,58.53,38.80,423/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,7,Incluye Todo,D. Medina,Juan Aravena M.,3,58.53,11.80,420/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,8,Thotho,F. Morales,Roberto Toledo M,4,58.53,8.00,455/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,14,Exagerada Y Buena,N. Santibañez,Armando Lab J.,4,58.53,12.00,466/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,4,Chilly Willy,N. Molina,Rodrigo Quiroz S.,6,58.53,16.00,441/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,9,Juntitos Siempre,J. Soto,Rodrigo López B.,7,58.53,17.70,462/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,1,Bhadrak,A. Morales,José Bravo M.,8,58.53,34.20,458/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,6,Power Of Horses,P. Galáz,Jaime Hirmas R.,9,58.53,10.60,490/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,11,Bonita Flor,J. Cueto,Juan Ubilla P.,10,58.53,23.90,399/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,12,Keep Dreaming,N. Rojas,Ricardo Rojas S.,11,58.53,49.20,392/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,13,Natalino,A. Zúñiga,Ricardo Rojas S.,12,58.53,44.00,492/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,5,Beautiful Champion,R. Vergara,Rodrigo Quiroz S.,13,58.53,29.80,421/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,15,Redquiver,B. Soto,Rodrigo Quiroz S.,14,58.53,8.30,461/56
19-02-2026,Hipódromo Chile,1,12:30,1000m,Arena,10,Tipica Chilena,R. Fuenzalida,Eugenio Switt V.,U,58.53,26.40,493/56
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,9,Grande Tata Rey,B. Troncoso,Rodrigo Quiroz S.,1,1.12.28,1.60,440/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,1,Big Carboncillo,W. Quinteros,Raúl Montesino S.,2,1.12.28,21.70,432/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,7,Grand Lucho,N. Rojas,Juan Gonzalez M.,3,1.12.28,13.00,500/53
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,4,Floro Chico,L.D. Menghini,Eugenio Switt V.,4,1.12.28,35.20,440/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,11,Coyotino,B. Ayala,Luis Machulas G.,5,1.12.28,21.10,472/55
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,5,Alfonso El Grande,B. Sancho,Claudio Bernal G.,6,1.12.28,28.50,437/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,10,Valtor,V. Miranda,Alejandro Padovani E.,7,1.12.28,5.90,460/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,3,On The Level,J. Villablanca,Harrison Adonis B.,8,1.12.28,34.30,411/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,12,Larompe,B. Rubilar,Eduardo Lab R.,9,1.12.28,43.10,NSP/55
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,6,Negro Romero,D. Cheuque,Eduardo Lab R.,10,1.12.28,27.30,432/53
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,2,Pisanello,J. González,Genaro J. Covarrubias E.,11,1.12.28,3.40,440/57
19-02-2026,Hipódromo Chile,2,12:55,1200m,Arena,8,Seremos Amigos,J. Toro,Rodrigo Quiroz S.,U,1.12.28,24.40,439/57
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,13,Lady Franky,V. Miranda,Juan C. Pichara J.,1,57.25,2.20,459/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,4,Chica De Campeones,S. González,Rodrigo Quiroz S.,2,57.25,3.70,456/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,11,Mr Ranger,J. Eyzaguirre,Isaac Michea F.,3,57.25,17.00,454/56
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,2,Betone,R. Covarrubias,Patricio Valderrama C.,4,57.25,9.60,429/54
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,5,Te Diria,A. Varas,Julio Castillo D.,5,57.25,7.50,429/58
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,12,La Chula,L. González,Maritza Pérez A.,6,57.25,9.50,400/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,10,Sasuke,B. Soto,Juan C. Pichara J.,7,57.25,17.30,433/54
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,3,Rucia De Oro,J. Toro,Juan C. Pichara J.,8,57.25,8.10,448/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,1,La Ovalle Negrete,C. Bustos,Jaime Hirmas R.,9,57.25,19.40,423/56
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,8,Good Morning Red,N. Venegas,Juan Gonzalez M.,10,57.25,110.70,420/54
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,7,El Dieciocho,H. Jiménez,Enrique Lagunas R.,11,57.25,62.00,403/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,6,Mamita Pinina,J. Villablanca,Enrique M. Becar B.,12,57.25,80.00,435/55
19-02-2026,Hipódromo Chile,3,13:20,1000m,Arena,9,John Wayne,M. Fuentes,Genaro J. Covarrubias E.,U,57.25,21.10,475/55
19-02-2026,Hipódromo Chile,4,13:46,1000m,Arena,10,Vicaria Amelia,C. Alegría,Mario A. Apablaza G.,1,58.41,8.20,433/56
19-02-2026,Hipódromo Chile,4,13:46,1000m,Arena,8,Van Der Sar,M. Morales,Gabriel Melej R.,2,58.41,12.30,461/56
19-02-2026,Hipódromo Chile,4,13:46,1000m,Arena,2,Tia Marta,J. Cueto,Juan Ubilla P.,3,58.41,19.00,388/56
