Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
6,1,12:30,,13,12,DI LA VERDAD ROSA,LAYMAN,452,54,MARCO MORALES,FRANCISCO FAUNDEZ LL,FRANCISCO FAUNDEZ,17.6
6,1,12:30,,RT,5,TICKET GOOD,GOOD SAMARITAN (USA),-,54,N.N.,JOSE ARAYA B.,MATRIARCA,0
6,1,12:30,,RT,9,DISPARO LETAL,GOOD SAMARITAN (USA),-,54,N.N.,JOAO CASTILLO L.,PANZER,0
6,2,12:57,,1,7,SUPERAME,MENDELSSOHN (USA),451,58,JAIME MEDINA,PATRICIO BAEZA A.,STUD MARENGA,1.4
6,2,12:57,,2,3,PALACETE,TICKET TO RUN,479,53,JONATHAN A. CASTILLO,ALDO PARRA D.,MARITA,6.7
6,2,12:57,,3,2,PIANTAO,ZAWRAQ (IRE),463,59,JOAQUIN HERRERA,ANDRES BERNAL,JADADIE,9.6
6,2,12:57,,4,6,LIMATOWN,MO TOWN,454,58,BERNARDO LEON,ALDO PARRA D.,LOS MAGUITOS,8.8
6,2,12:57,,5,5,EL PITIN,FORWARD MARCH,438,54,NICOLAS MOLINA,CLAUDIO BERNAL,MASAIVA,5.9
6,2,12:57,,6,1,GRIEZMANN,MASTERCRAFTSMAN,445,57,RODOLFO S. DORES,DOMINGO MATTE,MATTE D. DOMINGO,6.9
6,2,12:57,,7,4,STRAY KIDS,TOURIST,472,54,AXEL ALVAREZ,ALDO PARRA D.,ALDEDO,13.3
6,3,13:24,,1,7,CANTICIO,CLASSIC EMPIRE (USA),467,59,JORGE A. GONZALEZ,JOSE ARAYA B.,BRUNO ALONSO,5.8
6,3,13:24,,2,5,CAROLITO,CLASSIC EMPIRE (USA),447,57,BENJAMIN TRONCOSO,CRISTOBAL GONZALEZ M.,CHARITO,4.7
6,3,13:24,,3,1,YA ERA HORA,ROBERT BRUCE,537,59,IGNACIO VALDIVIA,JOHN PINOCHET,ANITA MARIA,1.4
6,3,13:24,,4,6,NUNCA PERDONA,MENDELSSOHN (USA),436,60,LUIS TORRES,JOSE ARAYA B.,EL MERO MERO,23.6
6,3,13:24,,5,4,CELTIC DAD,ROBERT BRUCE,525,57,BERNARDO LEON,PATRICIO BAEZA A.,PINKY,16
6,3,13:24,,6,3,AQUIMBAO,MO TOWN,491,52,JAIME MEDINA,PATRICIO BAEZA A.,LINLINAO,4.2
6,3,13:24,,7,2,DON MATIAS,HINZ,478,60,JORGE ZUÑIGA,OLIVERIO MARTINEZ,VIÑA DEL MAR,30
6,4,13:54,,1,9,MIYAGI,LOOKIN AT LUCKY,496,57,JOAQUIN HERRERA,MARIO RABAJILLE D.,PAOLA,3.4
6,4,13:54,,2,4,POETA GRIEGO (ARG),LUCULLAN,430,53,NELSON ROJAS,THEODORE CACHELY,VIGALU,5.6
6,4,13:54,,3,11,CHILGLAND,BESA CAT,480,57,NICOLAS RAMIREZ,SERGIO MORALES,BUCAREST,10.4
6,4,13:54,,4,5,MUY ADMIRADO,ADMIRAL,494,57,GERARD RODRIGUEZ,JOAO CASTILLO L.,MAULINO,2.1
6,4,13:54,,5,7,DON CACHAFAZ,GOOD SAMARITAN (USA),462,57,CARLOS ORTEGA,OSCAR SILVA S.,ETIQUETA NEGRA,57.4
6,4,13:54,,6,8,EN CHATEAUROUX,DUBAI SKY,444,53,RONALD FOURNET,JOSE ARAYA B.,BENGO,6.7
6,4,13:54,,7,1,MUSICO Y SOLDADO,MENDELSSOHN (USA),418,57,RAFAEL CISTERNAS,CRISTIAN URBINA,MARIO ANDRES,8.1
6,4,13:54,,8,3,VIVO POR ELLA,SEEKING THE DIA,503,57,BERNARDO LEON,PATRICIO BAEZA A.,DON GATO,12.1
6,4,13:54,,9,10,EL LUBRISHELL,INTERNATIONAL STAR (USA),402,57,NICOLAS MOLINA,THEODORE CACHELY,MANDRAKE,117.5
6,4,13:54,,10,2,CATAPOS,IVAN DENISOVICH,430,53,AGUSTIN VILLAGRA,ALDO PARRA D.,MARITA,95.2
6,4,13:54,,11,6,CRUZA EL RIO,KINGLY (USA),504,57,JOSE PAREDES,ROBERTO TOLEDO M.,MARIO NICOLAS,45.6
6,5,14:20,,1,1,ENTRE NEGROS,CLASSIC EMPIRE (USA),458,55,JAIME MEDINA,PATRICIO BAEZA A.,DOÑA SOFIA,2.2
6,5,14:20,,2,8,MITOU,GOOD SAMARITAN (USA),490,58,NICOLAS RAMIREZ,MARIO RABAJILLE D.,MATRIARCA,3
6,5,14:20,,3,4,MR YO,MR SPEAKER,467,55,BENJAMIN TRONCOSO,CRISTOBAL GONZALEZ M.,CHARITO,19.4
6,5,14:20,,4,3,FLIGHT OF ICARUS,MIDSHIPMAN,468,52,LESLY C. GONZALEZ,SERGIO MORALES,TETITO IGNACIO,12.4
6,5,14:20,,5,5,MAGUIRE,MO TOWN,526,54,RODRIGO PAINEN,JOSE ARAYA B.,LEGACY,21
6,5,14:20,,6,6,RIO AZOPARDO,CONSTITUTION,501,59,BENJAMIN SANCHO,CLAUDIO BERNAL,MAR Y SOL,19
6,5,14:20,,7,2,LARRYKANE,PRACTICAL JOKE,502,61,JORGE A. GONZALEZ,RODRIGO SANCHEZ,SUPER SUPER,20.1
6,5,14:20,,8,9,DOÑA SAURI,LOOKIN AT LUCKY,464,55,HUGO OCHOA,JOSE ARAYA B.,LEGACY,4.7
6,5,14:20,,9,7,MALANDRO,MENDELSSOHN (USA),447,58,VICTOR MIRANDA,ALEJANDRO PADOVANI E.,CARNES OLY,6.2
6,6,14:45,,1,4,ALCIDES,MIDSHIPMAN,433,50,ANYELO RIVERA,JULIO ORELLANA,CHARRUA,4.1
6,6,14:45,,2,6,GOGOL,CLASSIC EMPIRE (USA),478,57,IGNACIO VALDIVIA,RODRIGO SANCHEZ,HARAS SANTA MARTA,3.5
6,6,14:45,,3,2,AMOR CLANDESTINO,FLAMEAWAY (CAN),507,58,JORGE A. GONZALEZ,PATRICIO BAEZA A.,PAOLA,2.9
6,6,14:45,,4,1,SETANTA,MENDELSSOHN (USA),492,57,JAIME MEDINA,PATRICIO BAEZA A.,DOÑA SOFIA,5
6,6,14:45,,5,5,STATE OF GRACE,STATE OF PLAY,531,57,MIGUEL GUTIERREZ,CRISTOBAL GONZALEZ M.,CHARITO,13.9
6,6,14:45,,RT,3,EL GRIEGO,KATMAI,-,50,N.N.,PATRICIO BAEZA A.,DOÑA SOFIA,0
6,7,15:15,,1,12,CARIÑOSITO,TUMBLEBRUTUS,484,55,RODOLFO S. DORES,DOMINGO MATTE,MATTE D. DOMINGO,4.9
6,7,15:15,,2,1,PITTIRANGA,DYLAN THOMAS,478,55,RAFAEL CISTERNAS,GABRIEL MELEJ,LOS PINCHEIRA,8.2
6,7,15:15,,3,10,LITTLE GASPI,WAR COMMAND,510,56,FRANCISCO MORALES,RAUL MONTESINO,ROXANITA,4.5
6,7,15:15,,4,6,DIFFERENZA,ZAWRAQ (IRE),452,57,NELSON ROJAS,JOSE VENEGAS P.,VENEGAS P JOSE,5.8
6,7,15:15,,5,5,RECHIFLAO,GSTAAD II,461,55,NICOLAS MOLINA,ANDRES BERNAL,BERNAL G. ANDRES,36
6,7,15:15,,6,4,SEE YOU AGAIN,GOOD SAMARITAN (USA),497,55,LESLY C. GONZALEZ,FELIPE GONZALEZ S.,POR TI NEGRITA,11.5
6,7,15:15,,7,11,TANGO Y COMPAS,SEEKING THE DIA,474,58,VICTOR BRACETTI,HECTOR MANRIQUEZ,BRISAS DE CAUTIN,5.8
6,7,15:15,,8,8,MICCA,MENDELSSOHN (USA),389,56,BENJAMIN SANCHO,WALESKA PEÑA,SAPNET STABLE,9.3
6,7,15:15,,9,2,MINONI,BAD DADDY,463,58,MARCO MORALES,RAUL MONTESINO,BUFALOS MOJADOS,6.1
6,7,15:15,,10,9,GEROMILO,BAD DADDY,400,55,GERARD RODRIGUEZ,CLAUDIO BERNAL,VIEJO MOÑO,4.6
6,7,15:15,,11,7,HAMM GOOD,GOOD SAMARITAN (USA),472,56,CARLOS ORTEGA,SERGIO MORALES,TETITO IGNACIO,5.1
6,7,15:15,,12,3,VALDEMIRA BAY,EXAGGERATOR,487,55,JESUS REYES,RAUL MONTESINO,MANUEL RUBIO (CONCE),34.9
6,8,15:45,,1,4,RUBIA CLARA,IVAN DENISOVICH,441,55,LESLY C. GONZALEZ,FELIPE GONZALEZ S.,LA VIDA ES BELLA,5.2
6,8,15:45,,2,5,POWER GIRL,MENDELSSOHN (USA),446,55,BERNARDO LEON,MARIO COVARRUBIAS,QUARTER DOLLAR,1.8
6,8,15:45,,3,3,YADA,DYLAN THOMAS,419,55,BENJAMIN SANCHO,ALEXIS PEREZ,AS,4.1
6,8,15:45,,4,7,CHE AWAY,FLAMEAWAY (CAN),433,55,JAIME MEDINA,MANUEL VELARDE,CARLITI,10.5
6,8,15:45,,5,1,LA SALCHI,SHAMPOO SILVER,462,55,RODOLFO FUENZALIDA,HERNAN PACHECO,OXIPER,8.4
6,8,15:45,,6,10,DULCITA,DANGEROUS MIDGE,435,55,VICTOR MIRANDA,ALEXIS PEREZ,FRITZI,56.6
6,8,15:45,,7,6,TIGUARDA,DYLAN THOMAS,421,56,FRANCISCO MORALES,HERNAN PACHECO,GRANDE TIO KIKO,85.9
6,8,15:45,,8,9,KOBRICH,DUBAI SKY,419,52,NELSON ROJAS,MARIO RABAJILLE D.,GUERRERO DE LA VIDA,65.8
6,8,15:45,,9,2,NUEVA ACTRICE,DANGEROUS MIDGE,416,52,RONALD FOURNET,HECTOR MANRIQUEZ,FRITZI,24
6,8,15:45,,RT,8,INARI,FLAMEAWAY (CAN),-,55,N.N.,THEODORE CACHELY,SHOT MENZEL,0
6,9,16:15,,1,1,MUSKIZ,TIZ THE LAW (USA),469,57,JORGE A. GONZALEZ,ALDO PARRA D.,TIM BERO,1.5
6,9,16:15,,2,6,BOTTURA,HIRABOKU DEEP (JAP),497,57,NICOLAS RAMIREZ,MARIO RABAJILLE D.,MATRIARCA,9.2
6,9,16:15,,3,8,FERBLACK,INTERNATIONAL STAR (USA),436,57,JORGE ZUÑIGA,OLIVERIO MARTINEZ,FLECHAS DORADAS,54.8
6,9,16:15,,4,10,DON TOMMASINO,IVAN DENISOVICH,503,57,BERNARDO LEON,PATRICIO BAEZA A.,DON MARIO,3.4
6,9,16:15,,5,2,BESTIA ESPARTANA,INTERNATIONAL STAR (USA),470,57,BENJAMIN TRONCOSO,JOSE ARAYA B.,MAMAJELU,13.3
6,9,16:15,,6,4,QUE LOCURA,GRAND DADDY,466,53,NELSON ROJAS,ALEJANDRO PADOVANI E.,SIETE ESTRELLAS,32.2
6,9,16:15,,7,7,CHINA BAND,ROBERT BRUCE,520,57,JAIME MEDINA,PATRICIO BAEZA A.,CRISTIAN MANUEL,6.1
6,9,16:15,,8,5,PONTE A TRABAJAR,FLYER,426,57,JONATHAN A. CASTILLO,ALDO PARRA D.,VIEJO PERRO,119
6,9,16:15,,9,9,LOCK,SEEKING THE DIA,461,57,MIGUEL GUTIERREZ,CRISTOBAL GONZALEZ M.,CHARITO,64
6,9,16:15,,RT,3,SECRETO DE AMOR,KINGLY (USA),-,53,RONALD FOURNET,JOSE ARAYA B.,LEGACY,0
6,10,16:45,,1,10,SIN EL,LOOKIN AT LUCKY,460,58,JAIME MEDINA,PATRICIO BAEZA A.,STUD DOÑA ELIANA,3.1
6,10,16:45,,2,11,INDHIRA,WAR COMMAND,459,59,JORGE A. GONZALEZ,RAUL MONTESINO,LOS SAUCES,3.5
6,10,16:45,,3,7,SEÑOR AMANTE,GRAND DADDY,443,59,NICOLAS MOLINA,JOSE ARAYA B.,LEGACY,3.6
6,10,16:45,,4,9,WONDERFUL STAR,MENDELSSOHN (USA),413,56,NELSON ROJAS,RODRIGO PULGAR,AMALGAMA,47.4
6,10,16:45,,5,4,NAHUEN,GRAN CARBONCILLO,475,54,GERARD RODRIGUEZ,RAUL MONTESINO,HERMANOS DIAZ,24.2
6,10,16:45,,6,8,BALDER EL NORUEGO,STEVIE WONDERBOY,479,57,RODOLFO FUENZALIDA,ANDRES BERNAL,SOL DE NORUEGA,38.9
6,10,16:45,,7,6,ROSY L'AMORE,FLAMEAWAY (CAN),469,59,BERNARDO LEON,PATRICIO BAEZA A.,ESMIRNA,7.4
6,10,16:45,,8,2,BREGO,BAD DADDY,463,59,BASTIAN SOTO,THEODORE CACHELY,SHOT MENZEL,26.7
6,10,16:45,,9,12,BARBIE DREAMS,LAYMAN,456,56,MARCO MORALES,RODRIGO MUÑOZ,VIEJA POLLA,22.6
6,10,16:45,,10,3,TEA AND MILK,LOOKIN AT LUCKY,417,54,JOHAN GONZALEZ,RAUL MONTESINO,SERGIRROA,58.6
6,10,16:45,,11,1,TAMBERI,THE LUMBER GUY,433,55,CARLOS ORTEGA,JOSE M. ALVAREZ D.,ALVAREZ D. JOSE,35.6
6,10,16:45,,12,5,MACRON,TICKET TO RUN,478,54,JOAQUIN HERRERA,MARIO RABAJILLE D.,ROSA PATRICIA,4.8
6,11,17:15,,1,9,SAND THICK,DYLAN THOMAS,428,56,DAVID SANCHEZ,OSCAR DONATE,EL FILETE,8.7
6,11,17:15,,2,11,JE T'AIME,CUPID,423,57,JOHAN GONZALEZ,SERGIO MORALES,TAMARA AGUSTINA,8
6,11,17:15,,3,2,EL LEGENDARIO,MO TOWN,435,57,GERARD RODRIGUEZ,CLAUDIO BERNAL,LOS KAROL'S,3.8
6,11,17:15,,4,7,CROCKED,FLAMEAWAY (CAN),440,56,HUGO OCHOA,RODRIGO SANCHEZ,TOTAL G,3
6,11,17:15,,5,4,KOLETTE,EXAGGERATOR,404,53,JESUS TORO,RAUL MONTESINO,PREEMINENCIA,8.4
6,11,17:15,,6,5,CABLE A TIERRA,FANTASMAGORICO,422,55,ALVARO APABLAZA,ROBERTO TOLEDO M.,LOR KEDIMAR,33.1
6,11,17:15,,7,10,EXTROVERTIDA,MASTERCRAFTSMAN,454,56,MARCO A. BUSTAMANTE,HECTOR MANRIQUEZ,OSCARITO,10.8
6,11,17:15,,8,3,SCANDINAVA,DYLAN THOMAS,450,54,BENJAMIN SANCHO,ANDRES BERNAL,JUAN PATRICIO,9.8
6,11,17:15,,9,6,TOWN OF TREBBI,MO TOWN,479,58,NICOLAS RAMIREZ,SERGIO MORALES,EL MERO MERO,8.8
6,11,17:15,,10,8,GOLFISTA,IVAN DENISOVICH,422,56,RODOLFO FUENZALIDA,CRISTOBAL GONZALEZ M.,CHARITO,9.7
6,11,17:15,,11,1,TARUGUITA,EXAGGERATOR,437,56,RODOLFO S. DORES,DOMINGO MATTE,COMO LO QUERI,6.9
6,12,17:45,,1,6,GOOD TRAFFIC,GOOD SAMARITAN (USA),468,60,JOAQUIN HERRERA,OSCAR DONATE,EL FILETE,5
6,12,17:45,,2,2,MERMET,TOURIST,528,62,NICOLAS RAMIREZ,JOHN PINOCHET,ANITA MARIA,2
6,12,17:45,,3,5,MI GENERAL,GRAND DADDY,502,52,JAIME MEDINA,PATRICIO BAEZA A.,UNIVERSO EQUINO,12.6
6,12,17:45,,4,1,MAHALO,FLAMEAWAY (CAN),458,52,IGNACIO VALDIVIA,HERNAN ULLOA,DON SIMON,14
6,12,17:45,,5,7,JAZZ ROCK,HOOTENANNY (USA),518,55,RODOLFO S. DORES,DOMINGO MATTE,FELIPE JESUS,23.6
6,12,17:45,,6,4,SALTO DEL GUAPO,GRAND DADDY,476,51,LESLY C. GONZALEZ,SERGIO MORALES,POR TI NEGRITA,18
6,12,17:45,,7,10,CARLITOS YUSTI,FORWARD MARCH,494,53,JORGE ZUÑIGA,OLIVERIO MARTINEZ,MASAIVA,5.3
6,12,17:45,,8,8,KAPICHU (ARG),ENDORSEMENT,492,53,RODOLFO FUENZALIDA,OSCAR SILVA S.,MONITO,38.5
6,12,17:45,,RT,9,YOGURDEMORATENIS,MALAGACY,-,53,JUAN C. PICHARA,LOS GRITONES,0
6,12,17:45,,RT,3,EL CARRIL,GRAN VILLANO,-,50,JOAO CASTILLO L.,PAULA INES,0
6,13,18:15,,1,14,EL JEI,THE LUMBER GUY,437,55,LESLY C. GONZALEZ,FELIPE GONZALEZ S.,EL JEI,5
6,13,18:15,,2,9,VOLANTE MIXTO,LAYMAN,456,55,ALVARO APABLAZA,FRANCISCO FAUNDEZ LL,FRANCISCO FAUNDEZ,8.1
6,13,18:15,,3,11,MR MISTER,IVAN DENISOVICH,491,57,VICTOR MIRANDA,FELIPE GONZALEZ S.,EL GANCHITO,7.4
6,13,18:15,,4,12,MATCHPOINT,LOOKIN AT LUCKY,508,55,BERNARDO LEON,PATRICIO BAEZA A.,R.T.,2.7
6,13,18:15,,5,1,JAVIVALETU,EXAGGERATOR,439,55,NELSON ROJAS,ALEJANDRO PADOVANI E.,LLEGO EL TALENTO,17.5
6,13,18:15,,6,2,KILIMANJARO (ARG),SOUTHERN CAT,423,57,BENJAMIN TRONCOSO,CARLOS MELERO,LOS PINCHEIRA,7.8
6,13,18:15,,7,8,LEYSKA,GRAND DADDY,446,60,RONALD FOURNET,JOSE ARAYA B.,EL MERO MERO,31.8
6,13,18:15,,8,3,CONOCIENDOTE,TOURIST,449,51,AXEL ALVAREZ,WALESKA PEÑA,SWITT V. EUGENIO,51.1
6,13,18:15,,9,6,SASSI,CONSTITUTION,424,57,GUSTAVO AROS,CARLOS GARCIA,MV JR.,4.8
6,13,18:15,,10,13,QUIEN ME PILLO,MIDSHIPMAN,429,57,NICOLAS RAMIREZ,SERGIO MORALES,EL MERO MERO,22.5
6,13,18:15,,11,10,ZULEIMAN (ARG),MASTERCRAFTSMAN,461,56,GERARD RODRIGUEZ,WALESKA PEÑA,SAPNET STABLE,18.2
6,13,18:15,,12,5,BEHIND THE SUN,PATTERNRECOGNITION,399,53,RODOLFO FUENZALIDA,FELIPE GONZALEZ S.,GARAGE JCS,65
6,13,18:15,,13,7,GRAN PIOLA,CONSTITUTION,530,56,JESUS TORO,FRANCISCO PINOCHET,BARTI,36.4
6,13,18:15,,14,4,PRINCESS THAI,DISTORTED ECONOMY,412,53,JOSE VILLABLANCA,MANUEL VELARDE,ALONMATE,32.6
6,14,18:45,,1,11,LION KING,MENDELSSOHN (USA),485,57,JAIME MEDINA,PATRICIO BAEZA A.,R.T.,1.5
6,14,18:45,,2,4,BACANCITA,LOOKIN AT LUCKY,506,56,JORGE A. GONZALEZ,CARLOS RABY,DOÑA LILI,3.4
6,14,18:45,,3,6,LONCO BRAVO,EL HUEÑE,454,57,JOAQUIN HERRERA,GABRIEL MELEJ,LOS PINCHEIRA,6.3
6,14,18:45,,4,2,CHOW CHOW,GOOD SAMARITAN (USA),479,57,LUIS D. MENGHINI,FRANCISCO PINOCHET,SAGARDIA HNOS.,14.2
6,14,18:45,,5,3,RIO DE LAS MINAS,TOURIST,475,55,RAFAEL CISTERNAS,CLAUDIO BERNAL,MAR Y SOL,14.8
6,14,18:45,,6,12,RED DADDY,GRAND DADDY,498,56,JONATHAN A. CASTILLO,ANDRES BERNAL,MILLAR M PATRICIO,50.3
6,14,18:45,,7,5,ANFIELD ROAD,DISTORTED ECONOMY,475,54,HUGO OCHOA,ALVARO FERNANDEZ,FERNANDEZ L ALVARO,23.2
6,14,18:45,,8,7,SE PREPARO,SEEKING THE DIA,503,57,JESUS TORO,ALDO PARRA D.,MARITA,31.6
6,14,18:45,,9,1,SIN PREJUICIOS,GOOD SAMARITAN (USA),450,55,RODOLFO S. DORES,RAUL MONTESINO,LOS CABEZAS ALVAREZ,24.4
6,14,18:45,,10,8,PERSEVERA SIEMPRE (USA),BERNARDINI,473,55,VICTOR MIRANDA,EUGENIO SWITT,CARLOS CAVIERES,116.4
6,14,18:45,,11,10,A MI EDAD DIFICIL,PATTERNRECOGNITION,516,56,N.N.,ALEXIS PEREZ,LOS PRIMOS TARIFEÑO,31.6
6,14,18:45,,RT,9,ROTHERHAM,GRAND DADDY,-,56,GERARD RODRIGUEZ,OSCAR DONATE,LOS COMPADRES,0
6,15,19:15,,1,11,HARRY GO,CUNCO (IRE),478,58,PEDRO ROBLES,JOHN PINOCHET,LOS LAURELES,6.8
6,15,19:15,,2,5,DOCTORA MILAGRO,GOOD SAMARITAN (USA),480,54,RODOLFO S. DORES,DOMINGO MATTE,MILLONARIO,10.3
6,15,19:15,,3,6,LA MARRE,SEEKING THE DIA,460,58,MARCO A. BUSTAMANTE,JOSE ARAYA B.,FRANTOCRY,3.2
6,15,19:15,,4,3,GRAN KURU,EXAGGERATOR,502,54,AXEL ALVAREZ,ALDO PARRA D.,SANTICO,33
6,15,19:15,,5,8,JAGER MAISTER,INTERNATIONAL STAR (USA),444,56,NICOLAS MOLINA,JOHN PINOCHET,TICO,21.5
6,15,19:15,,6,1,KORPER,MIDSHIPMAN,480,55,MARCO MORALES,RAUL MONTESINO,JOSE LUIS,6.9
6,15,19:15,,7,4,EL WHISKY CUANDO,MAYAKOVSKY,514,54,JOHAN GONZALEZ,CASTILLO D. JULIO A.,EL GALLITO,29.9
6,15,19:15,,8,7,MR CASPER,CUPID,440,58,RODOLFO FUENZALIDA,CRISTOBAL GONZALEZ M.,CHARITO,6.8
6,15,19:15,,9,12,KASHGAR,SAHARA SPIRIT,514,56,JONATHAN A. CASTILLO,RAUL MONTESINO,FRENCH POTATO,3.6
6,15,19:15,,10,10,CONQUISTADO,IL REY IVAN,446,56,JAIME MEDINA,JOSE ARAYA B.,LA MANO DE DIOS,6.2
6,15,19:15,,11,9,CI MANCHI FRATELO,INTERNATIONAL STAR (USA),459,55,BENJAMIN TRONCOSO,JOSE ARAYA B.,REY SANTINO DIEZ,33.9
6,15,19:15,,12,2,GOOD PARTNER,EXAGGERATOR,424,58,NELSON ROJAS,EUGENIO SWITT,CARLOS CAVIERES,70.2
6,16,19:50,,1,8,SENJUTSU,STAR DABBLER,477,56,NICOLAS MOLINA,THEODORE CACHELY,PAPI GRANDE,1.6
6,16,19:50,,2,14,MY RICHARD,MENDELSSOHN (USA),468,56,PIERO REYES P.,HECTOR MANRIQUEZ,ARTIGAS,7.8
6,16,19:50,,3,7,DOMENICO,IVAN DENISOVICH,478,56,RODRIGO PAINEN,JOSE ARAYA B.,JULIO JUAREZ,8.8
6,16,19:50,,4,3,DEAR SISTER,MO TOWN,439,53,JOSE VILLABLANCA,FELIPE GONZALEZ S.,SOBARZO DE G MONICA,110.3
6,16,19:50,,5,2,BELLA SORPRESA,ALFONSO (USA),470,57,LESLY C. GONZALEZ,WALESKA PEÑA,EL GRAN JOSE,3.8
6,16,19:50,,6,13,TODAS MIENTEN,CROSS TRAFFIC,405,57,JOSE PAREDES,JOSE ARAYA B.,EL MERO MERO,45.3
6,16,19:50,,7,4,WALK EASY,GOOD SAMARITAN (USA),450,55,DAVID SANCHEZ,FELIPE GONZALEZ S.,GARAGE JCS,59.2
6,16,19:50,,8,1,MATE AMARGO,AHORA II,439,55,BASTIAN SOTO,JOSE ARAYA B.,MI CHICA MAÑOSA,58.3
6,16,19:50,,9,10,RISBY,SEEKING THE DIA,458,56,LUIS GONZALEZ,RODRIGO SANCHEZ,SUPER SUPER,140.3
6,16,19:50,,10,11,PEGASUS FANTASIS,MENDELSSOHN (USA),461,57,MOISES A. DONOSO,FRANCISCO PINOCHET,SAGARDIA HNOS.,12.9
6,16,19:50,,11,15,SORELLA DEL KING,DUBAI SKY,442,56,HUGO OCHOA,RODRIGO SANCHEZ,SANCHEZ Q. RODRIGO,43.8
6,16,19:50,,12,6,TREN A CARTAGENA,EL FARRERO,467,57,BENJAMIN SANCHO,CLAUDIO BERNAL,DI GIORGIO DICONE,17.5
6,16,19:50,,13,5,SABIONDO,PATTERNRECOGNITION,488,55,BERNARDO LEON,ALDO PARRA D.,MAMAJELU,13.9
6,16,19:50,,14,9,CHECO ALEMAN,GRAND DADDY,480,55,NICOLAS RAMIREZ,ALEXIS PEREZ,AS,39.5
6,16,19:50,,15,12,VUELA EL AMOR,GEMOLOGIST,475,56,JESUS TORO,ANGEL JAQUE S.,MONIQUE,69.3
6,17,20:25,,1,1,BERGERAC (ARG),ROMAN RULER (P),461,53,JOSE VILLABLANCA,MIGUEL MEDINA,MADINAT,6.2
6,17,20:25,,2,14,EL CURICANO,GRAND DADDY,446,57,PIERO REYES P.,HECTOR MANRIQUEZ,SAVKA HERMANOS,2.4
6,17,20:25,,3,13,ULTIMO IMPACTO,GRAND DADDY,515,57,BENJAMIN TRONCOSO,ALEJANDRO PADOVANI E.,SIETE ESTRELLAS,8.1
6,17,20:25,,4,2,PETIROSSA,IVAN DENISOVICH,440,57,FRANCISCO MORALES,RAUL MONTESINO,MONTESINO S. RAUL,15.1
6,17,20:25,,5,11,SUBI,PASSION FOR GOLD,455,58,RODOLFO FUENZALIDA,ALEXIS PEREZ,AS,24.1
6,17,20:25,,6,6,ASTRO SOL,GOOD SAMARITAN (USA),462,56,JESUS TORO,ALDO PARRA D.,LOS MAGUITOS,10
6,17,20:25,,7,9,UNO CERO,TODO UN AMIGUITO,440,54,LESLY C. GONZALEZ,FELIPE GONZALEZ S.,EL JEI,21
6,17,20:25,,8,7,DEBES SOBREVIVIR,GOOD SAMARITAN (USA),460,57,MARCO MORALES,OSCAR DONATE,REDBROS,8.4
6,17,20:25,,9,3,PATMAHO,GRAND DADDY,513,53,JORGE ZUÑIGA,JOSE ARAYA B.,BENVIC,9.3
6,17,20:25,,10,10,LA KIKI BELLA,SEEKING THE DIA,421,57,VICTOR MIRANDA,JOSE ARAYA B.,LEGACY,11.7
6,17,20:25,,11,5,EL SOM CENTAURO,IRON CLAD,458,53,DIEGO CARRASCO,ALEXIS PEREZ,MIS DOS AMORES,75.5
