Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
17-01-2026,17a,19:30 hrs.,22 1/4,12°,3,Nanito Veloz,Midshipman,450Kg,55k,F. Medina,Oscar Donate S.,Los Cuatro H,30.10
17-01-2026,17a,19:30 hrs.,35 3/4,13°,10,Punto Quiebre,Annual Report,471Kg,55k,J. Eyzaguirre,Leopoldo Parra G.,El Vetero,77.70
17-01-2026,18a,19:59 hrs.,Ganador,1°,8,Matsuyama,Good Samaritan,468Kg,51k,I. Valdivia,Mario Rabajille D.,Paola,2.00
17-01-2026,18a,19:59 hrs.,1 3/4,2°,3,Cordon Del Caulle,Papelon,460Kg,54k,B. Sancho,Julio Castillo D.,Corral Hipico,5.20
17-01-2026,18a,19:59 hrs.,2 1/4,3°,16,Van Rise,Flameaway,507Kg,54k,G. Rodríguez,Claudio Bernal G.,Carlos Ernesto,6.00
17-01-2026,18a,19:59 hrs.,5 1/4,4°,2,Running In Nevada,Spun to Run,436Kg,53k,N. Ramirez,Cristián Urbina R.,Haras las Camelias,14.40
17-01-2026,18a,19:59 hrs.,5 3/4,5°,12,Bellafonte,Midshipman,501Kg,53k,H. Ochoa,Luis Urbina H.,Super Nico,10.40
17-01-2026,18a,19:59 hrs.,7,6°,6,Alazan Lucero,Flameaway,523Kg,58k,V. Miranda,Alejandro Padovani E.,Carnes Oly,9.20
17-01-2026,18a,19:59 hrs.,8 3/4,7°,13,Grande Panchito,Good Samaritan,494Kg,58k,L. Torres,Ricardo Rojas S.,Pequeño Matias,25.20
17-01-2026,18a,19:59 hrs.,10 1/4,8°,15,Angeolina,International Star,489Kg,58k,G. Aros,Alejandro Padovani E.,Haras Mocito Guapo,33.20
17-01-2026,18a,19:59 hrs.,11,9°,5,Chiquito Campeador,Midshipman,418Kg,51k,N. Rojas,Rafael Bernal G.,Santa Ana,137.90
17-01-2026,18a,19:59 hrs.,11,10°,10,Run Fast,Cunco,439Kg,54k,B. León,Cristián Urbina R.,C Y G,101.60
17-01-2026,18a,19:59 hrs.,14,11°,11,Aqui Todos Rien,Patternrecognition,476Kg,54k,N. Molina,Rodrigo Quiroz S.,Don Quijote,15.50
17-01-2026,18a,19:59 hrs.,18 1/4,12°,7,Besa Kiss,Hinz,483Kg,56k,T. Seith,Harrison Adonis B.,Hansrieli,15.90
17-01-2026,18a,19:59 hrs.,19 1/4,13°,9,Ciao Xena,International Star,486Kg,59k,A. Alvarez,Carlos Urbina H.,Xeneixe,70.90
17-01-2026,18a,19:59 hrs.,24 1/4,14°,4,El Canchero,Midshipman,495Kg,58k,B. Troncoso,Pedro Molina I.,Isla Torina,16.80
17-01-2026,18a,19:59 hrs.,25 1/2,15°,14,Good Partner,Exaggerator,428Kg,58k,L. Rivera,Eugenio Switt V.,Carlos Cavieres,51.70
