Carrera,Hora,Nombre,Distancia,Tipo,Pista,Bolsa_Total,Premio_1,Premio_2,Premio_3,Premio_4,Numero,Ejemplar,Padrillo,Edad,Peso,Jinete,Preparador
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,10,Cuatro De Copas,Dylan Thomas,4,55,Joaquín Herrera,José Bravo M.
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,11,Merkel,Grand Daddy,6,57,Diego Carvacho,Rodrigo Quiroz S.
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,12,Cachorrita Mia,Long River,5,55,Nelson Rojas,Patricio Valderrama C.
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,13,Gaelia,State Of Play,4,55,Nicolás Santibañez,Eduardo Lab R.
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,14,Sir Caleb,Business Bay,5,55,Ariel Zúñiga,Ricardo Rojas S.
17,19:31,Picaro Picaron,1000m,Handicap 10-7,Arena,2619500,1690000,473200,304200,152100,15,Enviado Especial,Bad Daddy,7,55,Nicolás Molina,Pedro Molina I.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,1,Tetra Goleador Z,Dubai Sky,3,55,Rafael Cisternas,Oscar Donate S.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,2,Elegant Katze,Good Samaritan,5,55,Miguel Gutiérrez,Claudio Bernal G.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,3,Miel Rubia,Newfoundland,3,56,Gustavo Aros,Juan C. Pichara J.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,4,Todos Cantan,Spun to Run,3,55,Benjamin Troncoso,Alejandro Padovani E.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,5,Fashion Boy,Ya Primo,3,55,Nicolás Ramirez,Juan C. Pichara J.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,6,No Me Pilla,Seeking The Dia,7,55,Sebastián González,Rodrigo Quiroz S.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,7,Chiquito Campeador,Midshipman,4,53,Joaquín Herrera,Rafael Bernal G.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,8,Show Paint,Show Card,4,54,Wladimir Quinteros,Eugenio Switt V.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,9,Chica De La Palma,Rydilluc,3,56,Nicolás Santibañez,Julio Castillo D.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,10,Nieto Español,Spun to Run,3,55,Gerard Rodríguez,Eduardo Lab R.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,11,Con Zeus,Distorted Economy,5,59,Jaime Medina,Rodrigo Sánchez Q.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,12,Gran Lucretio,Mr Speaker,7,55,Benjamin Sancho,Juan Rodriguez R.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,13,Terrible Pancho,Exaggerator,4,55,Diego Carvacho,Isaac Michea F.
18,19:59,Parrandeo,1000m,Handicap 20-12,Arena,2976000,1920000,537600,345600,172800,14,Limeño Feliz,Exaggerator,4,54,Patricio Galáz,Patricio Valderrama C.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,1,Moment Of Get,Get Jets,3,55,Jaime A. Miño,Mario Covarrubias
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,2,Cambiar De Vida,Flyer,3,56,Rodolfo S. Dores,Luis Machulas G.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,3,Amor De Chocolate,Awesome Patriot,4,56,Gerard Rodríguez,Eduardo Lab R.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,4,Resisto Bien,Ahora II,3,55,Fabian Medina,Juan C. Pichara J.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,5,Manhattan Project,Cloud Computing,5,56,Rodolfo Fuenzalida,Carlos Melero F.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,6,La Chucky Trini,Stevie Wonderboy,6,55,Lesly C. González,Genaro J. Covarrubias E.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,7,Dalemita,Dubai Sky,4,54,Héctor Barrera,Rafael Quiroz F.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,8,Como Te Tengo,Irish Brother,3,54,Diego Carvacho,Rodrigo Quiroz S.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,9,Ambrose,Dylan Thomas,4,56,Nicolás Ramirez,Alejandro Padovani E.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,10,Vandu,Dubai Sky,4,56,Benjamin Sancho,Rodrigo Quiroz S.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,11,Te Voy A Olvidar,Van Nistelrooy,5,59,Miguel Gutiérrez,Rafael Bernal G.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,12,Red Rojo Red,Seeking The Dia,11,56,Benjamin Ayala,Enrique M. Becar B.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,13,La Gran Clio,Mustaaqeem,3,55,Axel Alvarez,Alejandro Padovani E.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,14,Como El Sol,Spun to Run,3,54,José Solano,Juan C. Pichara J.
19,20:30,Paul Harris,1000m,Handicap 18-11,Arena,2976000,1920000,537600,345600,172800,15,Wonder Woman,California Chrome,6,56,Ariel Zúñiga,Oscar Donate S.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,1,Mountain Monarch,Sahara Spirit,3,55,Rodrigo Painen,Oscar Donate S.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,2,Zambian River,Timojin,3,56,Rafael Cisternas,Marco Pavez O.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,3,Professionals,Grand Daddy,5,56,Roberto Avila,Patricio Valderrama C.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,4,Zoboomafoo,Forever Thing,5,55,Gerard Rodríguez,Aldo Castagneto U.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,5,Blessed,Good Samaritan,5,55,Diego Carvacho,Rodrigo Quiroz S.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,6,Javiera Constanza,Monthir,6,55,Benjamin Troncoso,Juan Aravena M.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,7,Mente Brillante,Mo Town,5,53,Jesus Toro,Juan C. Pichara J.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,8,Magico Ideal,Viscount Nelson,7,53,Héctor Barrera,Rafael Bernal G.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,9,Elquilimay,Van Nistelrooy,6,56,Sebastián Muñoz,Luis Machulas G.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,10,Gold Daddy,Grand Daddy,3,55,Sebastián González,Juan C. Pichara J.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,11,Ruletazo,Constitution,5,57,Ignacio Valdivia,Genaro J. Covarrubias E.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,12,California Daddy,California Chrome,7,55,Carlos Hernández,Rodrigo Pulgar A.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,13,Lady Astor,Tamarkuz,7,55,Jorge Vera,Julio Castillo D.
20,21:00,Portavoz,1000m,Handicap 19-15,Arena,3487500,2250000,630000,405000,202500,14,First Point's,Hootenanny,5,53,Ronald Fournet,Rodrigo Quiroz S.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,1,Un Guarito,Tourist,7,55,Lesly C. González,Genaro J. Covarrubias E.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,2,El Pitin,Forward March,4,59,Gerard Rodríguez,Claudio Bernal G.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,3,Okui,Imperia II,6,59,Luis Torres,Claudio Bernal G.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,4,Mi Menchita,Morning Raider,4,54,Axel Alvarez,Maritza Pérez A.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,5,Bowser,Distorted Economy,4,58,Ignacio Valdivia,Daniel Contreras A.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,6,Quiero Re Truco,Mr Speaker,6,56,Nicolás Santibañez,Luis Urbina H.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,7,Jimbo,Newfoundland,3,53,Nicolás Ramirez,Juan C. Pichara J.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,8,Blackcrack,Grand Daddy,5,53,Jesus Toro,Juan C. Pichara J.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,9,Lucky Benni,Mendelssohn,4,59,Benjamin Sancho,Claudio Bernal G.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,10,Bruno El Terrible,Gemologist,6,56,Fabian Medina,Juan C. Pichara J.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,11,Ke Pacquiao,International Star,4,59,Gustavo Aros,Rodrigo Pulgar A.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,12,Badboy,Bad Daddy,7,56,David Sánchez,Ricardo Rojas S.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,13,Cosa De Locos,Grand Daddy,8,55,Miguel Gutiérrez,Rodrigo Quiroz S.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,14,No Vuelvo Mas,Good Samaritan,5,54,Jaime A. Miño,Jaime Hirmas R.
21,21:30,Prusso,1000m,Handicap 30-22,Arena,3952500,2550000,714000,459000,229500,15,Nubes Negras,Endorsement,7,56,Benjamin Troncoso,Alejandro Padovani E.
