fecha,hipodromo,nro_carrera,hora,premio,distancia,superficie,numero,caballo,padrillo,peso,jinete,preparador
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,1,ANTIOCO,Classic Empire (Usa),57,W. Quinteros,R. Montesino S.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,2,WALKA,Shanghai Bobby,57,D. Cheuque,C. Melera F.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,3,AHMAKIL,Get Jets,57,B. Sancho,A. Perez D.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,4,GRAND CASABLANCA,Grand Dac,57,J. Pimentel,G. Melej R.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,5,SPECIAL MACHINE,International,57,R. Avila,R. Montesino S.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,6,BRINDO POR ELLA,Father Of Scie,57,R. Cisternas,D. Matte D.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,7,THOTHO,Stay Thirsty,57,R. Toledo M.,G. Melej R.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,8,PACIENCIA ETERNA,Annual Repo,57,B. Troncoso,N. Rojas
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,9,MANCHITA DEL NUBLE,Admiral,57,V. Miranda,C. Melero F.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,10,GEROMILO,Bad Daddy,57,D. Alvarado,Cl. Bernal G.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,11,VIVIR CONTENTA,Ahora li,57,A. Perez D.,Jon. A. Castillo
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,12,LOVE TOUCH,Monthir,57,D. Medina,Jn. Aravena M.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,13,MISIA GOGUITA,Mr Speaker,57,R. Solorza,Fco. Faundez Ll.
06-03-2026,CLUB HIPICO DE SANTIAGO,1,13:00,BOQUINHA,1000,ARENA,14,NEGRO APAPUCHI,El Piñon,57,Joh. Gonzalez,G. Peralta P.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,1,LIORA,Dangerous Midge,55,T. Cachely,N. Rojas
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,2,SIRENA SOLITARIA,Mendelssohn,55,B. Sancho,Cl. Bernal G.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,3,DULCITA,Dangerous Midge,55,W. Quinteros,A. Perez D.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,4,NORITA ROMATICA,Awesome P,55,R. Cisternas,Cr. Urbina R.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,5,PRINCESS THAI,Distorted Econor,55,D. Cheuque,M. Velarde B.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,6,MINX (PP),Alfonso (Usa),56,A. Villagra,M. Velarde B.
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,7,REINA SIGRUN,Get - Jets,55,O. Martinez L.,Jr. Zuñiga
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,8,PASION ALBA,Mendelssohn (Usa),55,T. Cachely,N. Molina
06-03-2026,CLUB HIPICO DE SANTIAGO,2,13:29,BRUNILDA,1000,ARENA,9,NUEVA ACTRICE,Dangerous Midę,55,Joh. Gonzalez,H. Manriquez F.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,1,EDDIE,Lookin At Lucky,57,J. Medina,P. Baeza A.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,2,RAMHE,Mendelssohn (Usa),55,A. Vasquez,M. Perez A.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,3,DJOCOVIC,Ya Primo,57,Jr. L. Vergara,C. Raby V.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,4,GUNDOGAN,Annual Report,57,A. Parra D.,N. Rojas
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,5,GAMBITTA,Lookin At Lucky,55,J. Herrera,J. Orellana R.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,6,ENTRE LOS DOS,Ivan Denisovich,57,Jon. A. Castillo,A. Perez D.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,7,KAULA,Mendelssohn (Usa),55,N. Santibañez,J. Orellana R.
06-03-2026,CLUB HIPICO DE SANTIAGO,3,13:57,BITOL,1300,PASTO,8,MURCOTT,Lookin At Lucky,57,A. Bernal G.,R. Cisternas
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,1,CRYSTAL BEACH,Mustaaqeem,55,Cr. Urbina R.,V. Miranda
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,2,ZIP ZAP,Flyer,55,N. Rojas,J. C. Pichara J.
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,3,COMANCHE BRAVA,Flameaway,55,L. C. Gonzalez,F. Gonzalez S.
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,4,GUN SHOOT,Flyer,55,D. Cheuque,A. Parra D.
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,5,UNA Y OTRA COPA,Flameaway,55,R. Sanchez Q.,H. Ochoa
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,6,CUFFINA,Ivan Denisovich,55,D. Alvarado,C. Raby V.
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,7,WILLKOMMEN,Tiz The Law,55,J. C. Silva S.,Jr. Zuñiga
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,8,LA RINCONERA,Spun To Run,55,C. Garcia V.,R. Solorza
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,9,KANDAN,Kingly,55,Js. Araya B.,B. Soto
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,10,FIN DE UNA ERA,Get Jets,55,B. Troncoso,A. Parra D.
06-03-2026,CLUB HIPICO DE SANTIAGO,4,14:27,BELLA VUELTA,1000,PASTO,11,ZHENG SHI,Hiraboku Deep,55,R. S. Dores,M. Rabajille D.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,1,MOLINO DE VIENTO,Hinz,58,Gvo. Aros,J. C. Pichara J.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,2,UNO CERO,Todo Un Amiguito,56,D. Cheuque,F. Gonzalez S.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,3,LA SIGUIENTE,Exaggerator,58,R. Painen,H. Manriquez F.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,4,DON BRUNO,Awesome Patriot,57,Js. Araya B.,B. Soto
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,5,SALE DE MIS OJOS,Gemologist,56,D. Alvarado,F. Solar S.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,6,PASION POR ELLA,Flyer,58,M. Gutierrez,C. Gonzalez M.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,7,TORNADO DE BULI,Distorted Eco,56,D. Sanchez,A. Gonzalez R.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,8,PRAIA DO FORTE,Gstaad li,57,J. A. Miño,C. Garcia V.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,9,NIÑITA POR DIOS,Gran Carboncil,57,W. Quinteros,R. Montesino S.
06-03-2026,CLUB HIPICO DE SANTIAGO,5,14:53,BENHUR,1000,ARENA,10,QUEEN ANY,Cloud Computing,58,D. Carrasco,R. Montesino S.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,1,HEY JOKE,Practical Joke,60,O. Ulloa,C. Gonzalez M.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,2,LE KOPPERS,Mo Town,50,Jr. Zuñiga,P. Baeza A.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,3,EL RECTOR,Tourist,60,P. Robles,J. Pinochet P.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,4,JAZZ ROCK,Hootenanny (Usa),53,R. S. Dores,D. Matte D.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,5,AMOR CLANDESTINO,Flameawa,51,J. Medina,P. Baeza A.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,6,ALCIDES,Midshipman,55,A. Rivera,J. Orellana R.
06-03-2026,CLUB HIPICO DE SANTIAGO,6,15:18,CLUB HIPICO DE CONCEPCION,1900,ARENA,7,BELATOR,Audible,50,H. Ochoa,Cl. Bernal G.
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,1,AMIT,Dangerous Midge,57,B. Sancho,A. Gonzalez R.
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,2,WILWITON,Fallen From Heaven,57,Jr. Hernandez,Js. Araya B.
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,3,ALFIE SOLOMONS,Mendelssohn,57,H. Ochoa,Js. Araya B.
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,4,ELSEBAAHORRATODO,Katmai,57,N. Rojas,T. Cachely
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,5,LUQUITAS,Spun To Run (Usa),57,D. Alvarado,Cl. Bernal G.
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,6,EL LUBRISHELL,International St,57,N. Molina,T. Cachely
06-03-2026,CLUB HIPICO DE SANTIAGO,7,15:48,BERLINES,1000,ARENA,7,MONTESOR,Spun To Run (Usa),57,B. Soto,Js. Araya B.
