Reunion,Carrera,Hora,Distancia,Lugar,Numero,Ejemplar,Padrillo,Peso_Fisico,Peso_Jinete,Jinete,Preparador,Stud,Dividendo
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,6,5,"Friday","Kingly",415,55,"J. Toro","Rodrigo Quiroz S.","Mantagua",9.30
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,7,3,"Vendetta Real","Zawraq",415,55,"J. Medina","Rodrigo López B.","Baemar",15.90
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,8,9,"Scotish Queen","Robert Bruce",455,55,"S. González","Juan C. Pichara J.","Vasquez Retamales",5.70
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,9,8,"Daddys Baby","Grand Daddy",433,55,"N. Ramirez","J. Araya B.","Haras Mocito Guapo",24.50
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,10,1,"Agustina Sofia","Cunco",391,55,"R.S. Dores","Aldo Castagneto U.","Jamb",32.40
"Hipódromo Chile 03-01-2026",3,"12:35",1000m,U,11,"Tu Mi Cunca","Cunco",437,55,"F. Henríquez","Pedro Diaz S.","Pedro Diaz S.",43.10
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,1,3,"Vine Vide Vinci","Tumblebrutus",460,56,"D. Carvacho","Rodrigo Quiroz S.","Lusugo",5.80
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,2,15,"Meme","Good Samaritan",401,56,"M. Gutiérrez","Rafael Bernal G.","Sema",4.90
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,3,6,"Tata Moncho","Good Samaritan",431,56,"P. Zúñiga","Rodrigo Quiroz S.","Los Bello",12.10
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,4,5,"Soy Enriqueta","State Of Play",478,56,"G. Aros","Alejandro Padovani E.","Mameza",7.10
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,5,2,"Kiastrelo","Ivan Denisovich",457,56,"B. León","Mario Covarrubias","Doña Ester",4.80
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,6,1,"Bay Good Chiqui","Good Samaritan",400,56,"N. Santibañez","Claudio Bernal G.","Malcib",19.80
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,7,10,"Kirsch Royal","Leading The Parade",456,56,"R. Avila","Mario Covarrubias","Quarter Dollar",5.70
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,8,14,"El Gran Tornado","Newfoundland",435,56,"J. Cueto","Mario A. Apablaza G.","Albino",39.30
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,9,7,"Que Hice Mal","International Star",394,56,"W. Quinteros","Jaime Hirmas R.","Los Aviadores",43.10
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,10,13,"John Wayne","Aragorn II",478,56,"L. González","Genaro J. Covarrubias E.","Papi Rey",5.40
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,11,4,"Mano De Bronce","Cunco",397,56,"P. Reyes","Mario A. Apablaza G.","Mario Apablaza G.",23.40
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,12,12,"Gran Lalito","International Star",459,59,"O. Meneses","Juan C. Pichara J.","Don Rufino",19.10
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,13,9,"Thotho","Stay Thirsty",462,56,"R. Covarrubias","Mario Covarrubias","Laly",47.70
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,14,8,"Se Va El Caiman","Patternrecognition",461,56,"J. González","Héctor Manríquez F.","Gran Gallito",24.90
"Hipódromo Chile 03-01-2026",4,"13:01",1200m,U,11,"Tipica Chilena","Exaggerator",485,56,"B. González","Eugenio Switt V.","Eugenio Switt V.",77.50
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,1,1,"Bailemos Cumbia","Patternrecognition",479,57,"N. Ramirez","Carlos Urbina H.","Santa Olga",1.80
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,2,15,"Orionista","Alfonso",488,57,"J. Herrera","Cristián Urbina R.","Tiro Al Blanco",6.60
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,3,13,"Je Suis Pret","Mendelssohn",443,57,"B. León","Mario Covarrubias","Doña Ester",26.00
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,4,12,"Indian Blitz","Indian Trail",456,57,"R. Cisternas","Oscar Donate S.","Tata Beto",11.80
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,5,14,"Bird Ritan","Good Samaritan",471,57,"F. Henríquez","Manuel Norambuena Ch.","Charito",16.50
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,6,5,"Real Envido","Hinz",448,57,"J. Zúñiga","Luis Urbina H.","G.G.",3.10
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,7,11,"Teatro Griego","Viscount Nelson",401,57,"D. Sánchez","Alberto Aviles L.","Ganadero",23.60
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,8,2,"Jets Daddy","Get Jets",455,57,"R.S. Dores","Aldo Castagneto U.","Martina Emilia",36.10
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,9,6,"Rosso And Red","The Lumber Guy",462,57,"R. Painen","Maritza Pérez A.","Redbros",61.10
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,10,10,"Mi Bello Milan","Get Jets",400,57,"A. Vásquez","Rodrigo Muñoz M.","Blanca Adelaida",32.00
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,11,7,"Pelao Pelao","Patternrecognition",474,53,"G. Givovich","Pedro Molina I.","Ximena Monica",117.70
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,12,3,"Teen Wolf","Ivan Denisovich",446,57,"A. Zúñiga","Leopoldo Parra G.","Gonzalez Toro",103.00
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,13,9,"Seven Points","Dubai Sky",454,57,"J. Vera","Rodrigo Quiroz S.","Malcib",61.10
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,14,4,"Neshely Quashely","Boboman",444,57,"C. Ortega","Eduardo Lab R.","Bruce",51.80
"Hipódromo Chile 03-01-2026",5,"13:26",1000m,U,8,"Rabioso Pelao","Lookin At Lucky",485,57,"R. Fuenzalida","Juan C. Pichara J.","Bruno Alonso",16.10
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,1,5,"La Soñe","Midshipman",433,56,"B. González","Genaro J. Covarrubias E.","La Corina",6.50
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,2,11,"Primer Otrosi","Mendelssohn",455,56,"N. Venegas","Hernán Pacheco P.","Mosqueteros De Lis",55.70
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,3,3,"Temporal De Amor","Grand Daddy",424,56,"N. Santibañez","Eduardo Lab R.","Stud Mauro",4.60
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,4,9,"Mi Solcito","Annual Report",441,56,"J. Solano","José Venegas P.","Lor Kedimar",5.10
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,5,7,"Keep Dreaming","Hiraboku Deep",392,56,"G. Givovich","Ricardo Rojas S.","Pequeño Matias",55.60
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,6,15,"Juntitos Siempre","Grand Daddy",454,56,"P. Zúñiga","Rodrigo López B.","Patito",4.80
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,7,1,"Ahmakil","Get Jets",429,56,"P. Reyes","Alexis Pérez D.","As",8.90
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,8,13,"El Duke","Lookin At Lucky",455,56,"R. Fuenzalida","Daniel Contreras A.","El Duke",3.30
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,9,2,"Good Morning Red","Morning Red",420,56,"J. Toro","Hernán Pacheco P.","Solin",68.80
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,10,12,"Du Plesis","Sky Mesa",479,56,"J. Villablanca","Claudio Bernal G.","Di Giorgio Dicone",46.20
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,11,6,"Legión De Honor","Annual Report",492,56,"M. Morales","Rodrigo López B.","Per Sempre",9.40
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,12,10,"Incluye Todo","Señor Candy",405,56,"D. D. Medina","Juan Aravena M.","Matias Aravena",67.00
"Hipódromo Chile 03-01-2026",6,"13:51",1200m,13,14,"Chilly Willy","Stevie Wonderboy",446,56,"L. Rivera","Rodrigo Quiroz S.","Rodrigo Quiroz S.",17.40
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,1,4,"Matsuyama","Good Samaritan",470,57,"J. Herrera","Mario Rabajille D.","Paola",1.40
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,2,10,"Lusso","Lookin At Lucky",512,57,"F. Henríquez","Manuel Norambuena Ch.","Charito",49.20
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,3,1,"Al Contado","Classic Empire",468,57,"N. Ramirez","Pedro Diaz S.","Los Jeques",6.30
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,4,15,"Maximus Matias","Robert Bruce",501,57,"B. León","Mario Covarrubias","Kdm",4.00
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,5,6,"Por Fortuna","Spun to Run",463,57,"J. Medina","Juan Pablo Baeza J.","Doña Sofía",9.80
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,6,5,"No Me Dice Nada","Dangerous Midge",417,57,"B. Sancho","Claudio Bernal G.","Masaiva",80.40
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,7,3,"Sueños De Leon","Tapitdoro",460,57,"R.S. Dores","Julio Castillo D.","Clauseb",11.30
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,8,11,"Stavos","Lookin At Lucky",494,57,"A. Covarrubias","Mario Covarrubias","Doña Ester",134.00
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,9,9,"Portodos","Porto Fino",433,56,"J. Cueto","Harrison Adonis B.","A.M.",145.00
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,10,12,"Grande Tata Rey","Cunco",435,57,"G. Givovich","Rodrigo Quiroz S.","Tata Rey",33.80
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,11,7,"Negro Romero","Boboman",435,57,"C. Ortega","Eduardo Lab R.","Macuro",70.00
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,12,14,"Chilgland","Besa Cat",478,57,"J. González","Sergio Morales G.","Bucarest",27.70
"Hipódromo Chile 03-01-2026",7,"14:16",1300m,13,8,"Nieto Del Sheik","Distorted Economy",405,57,"N. Santibañez","M. Velarde B.","Sapito",46.20
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,1,12,"Montes Premium","Exaggerator",455,56,"J. Herrera","José Allende F.","La Monito",3.50
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,2,10,"Te Digo Algo","Exaggerator",455,56,"B. Sancho","Claudio Bernal G.","Mar Y Sol",5.70
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,3,8,"Francoli","Seeking The Dia",426,55,"J. Cueto","Rodrigo Quiroz S.","Lucaraste",34.90
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,4,3,"Ya Magico","Viscount Nelson",439,55,"J. González","Genaro J. Covarrubias E.","La Corina",8.80
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,5,6,"Lady Chrome","California Chrome",422,55,"L. Silva","Hernán Pacheco P.","Papi Rey",9.20
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,6,7,"Don Picho","Mr Speaker",422,55,"W. León","Jaime Espineira C.","Santa Corina",6.40
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,7,11,"Silvestrin","Daddy Long Legs",445,55,"J. Solano","Mario A. Apablaza G.","Albino",81.90
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,8,4,"Tia Marta","Viscount Nelson",389,56,"N. Santibañez","Juan Ubilla P.","Valentín Ubilla C.",25.50
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,9,15,"Buen Norte","Lookin At Lucky",482,55,"A. Vásquez","Alejandro Martínez C.","Viña Del Mar",3.00
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,10,1,"Azra","Good Samaritan",437,56,"C. Hernández","Eduardo Lab R.","Tata Pepe",44.60
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,11,5,"Gamorra","The Lumber Guy",452,55,"J. Toro","Rafael Quiroz F.","Los Bello",55.70
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,12,13,"Perfecta Actitud","Dylan Thomas",447,55,"J. Villablanca","Harrison Adonis B.","Tu Paire",97.80
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,13,2,"Red Knight","Ivan Denisovich",482,56,"N. Venegas","Claudio Bernal G.","Mario Y Elodia",8.20
"Hipódromo Chile 03-01-2026",8,"14:42",1200m,14,9,"Mamita Pinina","Distorted Economy",428,55,"F. Moreno","Daniel Contreras A.","El Duke",53.00
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,1,6,"Pegada Se Queda","Flyer",442,55,"R. Painen","Juan C. Pichara J.","Viejo Perro",32.10
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,2,4,"Gauchaza","Katmai",461,55,"B. Sancho","Claudio Bernal G.","labrador",11.70
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,3,9,"Seminare","Tiz the Law",435,55,"R. Avila","Mario Covarrubias","Vendaval",2.20
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,4,7,"Karthika","Kingly",464,55,"N. Ramirez","J. Araya B.","Haras Mocito Guapo",6.80
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,5,2,"Costa Y Pampa","Spun to Run",456,56,"D. Carvacho","Rodrigo Quiroz S.","Malcib",8.80
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,6,5,"Naranjita Dulce","Patternrecognition",405,55,"F. Henríquez","Manuel Norambuena Ch.","Charito",20.70
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,7,1,"Candy Crush","Katmai",487,55,"G. Aros","Alejandro Padovani E.","Chiu Chiu",2.10
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,8,3,"Sueña Feliz","Ahora II",461,55,"R. Fuenzalida","Juan C. Pichara J.","Viejo Perro",33.80
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,9,10,"Divina Paloma","Gstaad II",415,55,"M. Morales","Cristian Quiroz E.","Fos",44.60
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,10,8,"Me Haces Reir","Patternrecognition",450,55,"A. Apablaza","Alejandro Padovani E.","Alevuk",35.40
"Hipódromo Chile 03-01-2026",9,"15:07",1000m,U,11,"Seña Pagada","Ahora II",422,56,"M. Bustamante","Juan C. Pichara J.","Viejo Perro",38.80
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,1,2,"Have A Good One","Practical Joke",514,55,"J. Herrera","José Allende F.","Haras Peñalolen",5.00
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,2,7,"Miss Brownie","Flameaway",452,55,"H. Ochoa","Rodrigo Sánchez Q.","Super Super",8.90
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,3,3,"Warnasitay","Robert Bruce",462,55,"B. Sancho","Cristián Urbina R.","Colo Colo",1.70
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,4,4,"Mi Clasica","Classic Empire",431,55,"B. León","Luis Urbina H.","Vendaval",21.60
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,5,6,"Piazza Veneta","Robert Bruce",508,55,"B. Troncoso","Alejandro Padovani E.","Martino",22.60
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,6,1,"Bacancita","Lookin At Lucky",506,56,"N. Ramirez","Carlos Raby V.","Stud Dona Lili",8.10
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,7,11,"Sacanne","Mendelssohn",422,55,"R. Cisternas","Julio Orellana R.","Stud El Mirador",46.40
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,8,8,"Odessa","Flyer",453,55,"A. Alvarez","Guillermo Aguirre A.","Etiqueta Negra",13.60
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,9,10,"La Cleta","Mendelssohn",435,55,"G. Aros","Luis Urbina H.","Stud La Nonna Ltda.",10.40
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,10,5,"One Kiss","Katmai",485,55,"J. Zúñiga","Juan C. Silva S.","Doña Elena",72.70
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,11,9,"Pretty Distorted","Distorted Economy",429,55,"J. Medina","Rodrigo Sánchez Q.","Haras Lizzie",29.80
"Hipódromo Chile 03-01-2026",10,"15:32",1400m,12,12,"Doña Sauri","Lookin At Lucky",450,55,"S. González","J. Araya B.","Legacy",10.60
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,1,4,"Twisted Gem","Gemologist",537,57,"A. Vásquez","Oscar Donate S.","Linea Errazuriz",3.50
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,2,9,"Quiero Re Truco","Mr Speaker",489,52,"J. Zúñiga","Luis Urbina H.","G.G.",7.10
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,3,8,"Lucianita","Classic Empire",450,54,"J. González","Alejandro Padovani E.","Elephant",34.20
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,4,1,"Stop Playing","Cupid",489,58,"D. Sánchez","Hernán E. Ulloa P.","Amalgama",17.00
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,5,2,"Bowser","Distorted Economy",431,57,"S. González","Daniel Contreras A.","Bracortrak",3.20
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,6,6,"Volar Sin Alas","Good Samaritan",437,54,"F. Henríquez","Pedro Diaz S.","Los Jeques",11.10
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,7,3,"Sinesio","Gemologist",506,52,"L. González","Felipe Gonzalez S.","Milna",16.80
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,8,7,"Stay With Me","Mendelssohn",469,56,"R. Fuenzalida","José Lastra B.","Team Brave",8.00
"Hipódromo Chile 03-01-2026",11,"15:57",1000m,9,10,"Cosa De Locos","Grand Daddy",528,57,"B. Sancho","Rodrigo Quiroz S.","Titan",2.90
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,1,10,"Gemologa","Gemologist",549,55,"P. Zúñiga","Julio Castillo D.","Corral Hipico",2.40
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,2,11,"Vasca Brava","International Star",435,55,"W. León","Jaime Espineira C.","Jaime Espiñeira C.",9.70
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,3,12,"Shetepano","Indy Dancer",455,56,"M. Cordero","Eduardo Lab R.","Francisca Ignacia",5.90
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,4,13,"Ya Lo Creo","Hootenanny",380,56,"L. Silva","Julio Castillo D.","Sapito",27.00
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,5,4,"Gran Nono","Strong Mandate",528,55,"J. González","Genaro J. Covarrubias E.","La Corina",4.20
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,6,5,"Sonata Celta","Mo Town",382,55,"M. Gutiérrez","Rodrigo Quiroz S.","Lucaraste",12.60
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,7,2,"Bella Chichi","Distorted Economy",466,55,"A. Covarrubias","Hernán Pacheco P.","Margal",19.30
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,8,14,"Estratego","Exaggerator",483,56,"D. Carrasco","Ricardo Rojas S.","Chamo Candela",22.80
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,9,15,"Hi Fly","Flyer",419,55,"M. Morales","Hernán Pacheco P.","Grande Tio Kiko",14.10
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,10,7,"La Hermana","Good Samaritan",401,55,"A. Zúñiga","Alejandro Martínez C.","Melendez",19.80
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,11,9,"Tiguarda","Dylan Thomas",420,55,"D. D. Medina","Hernán Pacheco P.","Grande Tio Kiko",142.00
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,12,6,"Temaukel","Bad Daddy",470,55,"F. Henríquez","Claudio Bernal G.","Viejo Moño",9.20
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,13,3,"Zigeuner","Ivan Denisovich",480,55,"R. Covarrubias","Mario Covarrubias","Felipe Jesus",60.60
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,14,1,"El Señor Anguita","Indy Dancer",456,56,"C. C. Bustos","Jaime Hirmas R.","Jaime Hirmas R.",64.30
"Hipódromo Chile 03-01-2026",12,"16:24",1200m,U,8,"Mi Nieto Bruno","Grand Daddy",466,55,"C. Hernández","Hernán Pacheco P.","Grande Tio Kiko",37.70
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,1,5,"Preziosi","Sumerio",440,55,"B. León","Cristián Urbina R.","Morat",3.80
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,2,7,"Mezzosoprano","Cosmic",505,55,"A. Zúñiga","Jaime Hirmas R.","Chamo Candela",12.20
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,3,13,"Carilo","Treasure Beach",465,55,"M. Gutiérrez","Rafael Bernal G.","El Imperio",5.10
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,4,6,"Todos Mienten","Katmai",451,56,"S. Muñoz","Julio Castillo D.","El Gallito",6.90
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,5,4,"Mandioka","Dangerous Midge",423,55,"A. Vásquez","Maritza Pérez A.","Tata Lalo",15.80
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,6,11,"El Chico Richard","Forward March",405,54,"N. Venegas","Alejandro Martínez C.","Gran Pacha",19.40
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,7,3,"Patyta Black","International Star",405,54,"F. Henríquez","Manuel Norambuena Ch.","Primo Hermano",12.70
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,8,14,"Sand Thick","Dylan Thomas",423,56,"D. Sánchez","Oscar Donate S.","El Filete",9.00
"Hipódromo Chile 03-01-2026",13,"16:50",1200m,9,1,"Mal Mirada","Il Rey Ivan",449,56,"R. Cisternas","Jaime Espineira C.","Jaime Espiñeira C.",30.10
