fecha,hipodromo,nro_carrera,hora,distancia,superficie,numero,caballo,jinete,preparador,posicion,tiempo,dividendo,peso
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,4,La Soñe,L.P. Silva,Genaro J. Covarrubias E.,1,1.13.41,7.20,57
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,5,Tutto Apiaccere,B. Sancho,Oscar Donate S.,2,,3.60,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,3,Pequeño Crilin,J. González,Isaac Michea F.,3,,20.50,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,14,Marrakech,A. Morales,Genaro J. Covarrubias E.,4,,8.20,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,11,La Rumbera,J. Zúñiga,Rafael Bernal G.,5,,26.90,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,2,Domingo Y Principe,N. Molina,Juan Ubilla P.,6,,8.60,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,13,El Veneco,C. Ortega,Máximo Silva D.,7,,18.60,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,15,Leclair,R. Painen,José Araya B.,8,,4.40,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,12,Incluye Todo,D. Medina,Juan Aravena M.,9,,24.20,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,1,Palabra Cierta,R.S. Dores,Rodrigo Quiroz S.,10,,18.40,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,10,Redquiver,H. Barrera,Rodrigo Quiroz S.,11,,11.80,57
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,8,Soy Enriqueta,G. Aros,Alejandro Padovani E.,12,,10.10,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,9,India Adorada,D. Alvarado,Eugenio Switt V.,13,,68.00,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,7,Pinta De Musico,P. Galáz,Victor Moris L.,14,,9.90,56
07-03-2026,Hipódromo Chile,1,12:30,1200m,Arena,6,Sorprendeme,A. Apablaza,Luis Machulas G.,U,,36.90,56
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,10,Para Ti Mi Amor,D. Cheuque,Rodrigo Quiroz S.,1,58.41,2.30,51
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,1,La Cia,B. Sancho,Oscar Donate S.,2,,5.00,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,11,Guagua Feliz,J. González,Alberto Aviles L.,3,,3.60,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,9,Bella Chichi,R. Avila,Juan Gonzalez M.,4,,6.80,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,7,Paloma One,J. Castillo,Cristian Quiroz E.,5,,38.30,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,4,Hildita Mia,J. Cueto,Oscar Donate S.,6,,54.30,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,6,Sanssita,A. Covarrubias,Lauro Pérez A.,7,,7.70,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,5,Tiguarda,D. Medina,Juan Gonzalez M.,8,,46.20,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,2,Aurorita,D. Alvarado,Claudio Bernal G.,9,,65.70,55
07-03-2026,Hipódromo Chile,2,12:55,1000m,Arena,8,Shyuanna,F. Henríquez,Juan C. Pichara J.,10,,7.10,55
