Carrera,Hora,Premio,Distancia,Superficie,Numero,Caballo,Peso,Jinete,Preparador
1,13:00,Helon,1000,Arena,1,CHICA DE CAMPEONES,56,Seb. Gonzalez,R. Quiroz S.
1,13:00,Helon,1000,Arena,2,TIA MARTA,55,J. Cueto,J. Ubilla P.
1,13:00,Helon,1000,Arena,3,LA CHULA,56,B. Sancho,M. Perez A.
1,13:00,Helon,1000,Arena,4,GRAN LALITO,56,T. Seith,J. Pichara J.
1,13:00,Helon,1000,Arena,5,LADY BAY,56,B. Rubilar,J. Lastra B.
1,13:00,Helon,1000,Arena,6,NANVERQUI,55,J. Villablanca,M. Perez A.
1,13:00,Helon,1000,Arena,7,SU MERCI,56,R. Araya,D. Contreras A.
1,13:00,Helon,1000,Arena,8,LADY CHROME,55,Jo. A. Gonzalez,Jn. Gonzalez M.
1,13:00,Helon,1000,Arena,9,KEPKA,56,D. Medina,O. Donate S.
1,13:00,Helon,1000,Arena,10,JULIA DOMNA,56,W. Quinteros,J. Venegas P.
1,13:00,Helon,1000,Arena,11,SATISFY MY SOUL,55,J. Castillo,L. Toledo C.
1,13:00,Helon,1000,Arena,12,RUCIA DE ORO,56,D. Alvarado,J. Pichara J.
1,13:00,Helon,1000,Arena,13,VICARIA AMELIA,55,J. Mino M.,M. Apablaza G.
1,13:00,Helon,1000,Arena,14,TATA MONCHO,56,G. Aros,R. Quiroz S.
1,13:00,Helon,1000,Arena,15,KOLETTE,55,J. Reyes,R. Montesino S.
2,13:26,Honrosa,1000,Arena,1,BELLA CHICHI,55,F. Morales,Jn. Gonzalez M.
2,13:26,Honrosa,1000,Arena,2,SERKET,55,N. Santibanez,M. Apablaza G.
2,13:26,Honrosa,1000,Arena,3,HI FLY,55,P. Galaz,Jn. Gonzalez M.
2,13:26,Honrosa,1000,Arena,4,DIOSA KALI,55,F. Medina,J. Bravo M.
2,13:26,Honrosa,1000,Arena,5,KATIE MELUA,55,A. Varas,O. Donate S.
2,13:26,Honrosa,1000,Arena,6,PARA TI MI AMOR,55,B. Soto,R. Quiroz S.
2,13:26,Honrosa,1000,Arena,7,LA MORITA,55,N. Rojas,R. Sanchez Q.
2,13:26,Honrosa,1000,Arena,8,MODELO SBELT,55,R. Covarrubias,M. Covarrubias E.
2,13:26,Honrosa,1000,Arena,9,GET GIRLS,55,D. Carvacho,R. Quiroz S.
2,13:26,Honrosa,1000,Arena,10,EMPERIFOLLADA,57,A. Villagra,R. Rojas S.
2,13:26,Honrosa,1000,Arena,11,POENNI,55,Jo. A. Gonzalez,M. Covarrubias E.
2,13:26,Honrosa,1000,Arena,12,LA CIA,55,T. Seith,O. Donate S.
2,13:26,Honrosa,1000,Arena,13,TIGUARDA,55,Js. Vera B.,Jn. Gonzalez M.
2,13:26,Honrosa,1000,Arena,14,LA SALCHI,55,G. Aros,Jn. Gonzalez M.
2,13:26,Honrosa,1000,Arena,15,LA UNIVERSITARIA,55,P. Zuniga,R. Quiroz S.
3,13:52,Heleine,1000,Arena,1,BHADRAK,56,And. Covarrubias,J. Bravo M.
3,13:52,Heleine,1000,Arena,2,TE DIRIA,56,P. Reyes,J. Castillo D.
3,13:52,Heleine,1000,Arena,3,INCLUYE TODO,56,D. Medina,J. Aravena M.
3,13:52,Heleine,1000,Arena,4,CHILLY WILLY,56,F. Medina,R. Quiroz S.
3,13:52,Heleine,1000,Arena,5,JUNTITOS SIEMPRE,56,P. Zuniga,R. Lopez B.
3,13:52,Heleine,1000,Arena,6,RUBIO CRUZADO,56,M. Cordero,M. Apablaza G.
3,13:52,Heleine,1000,Arena,7,LA CHIPRIOTA,56,B. Rubilar,A. Lab J.
3,13:52,Heleine,1000,Arena,8,REDQUIVER,56,D. Carvacho,R. Quiroz S.
3,13:52,Heleine,1000,Arena,9,GOOD MORNING RED,56,F. Taun,Jn. Gonzalez M.
3,13:52,Heleine,1000,Arena,10,EXAGERADA Y BUENA,56,N. Santibanez,A. Lab J.
3,13:52,Heleine,1000,Arena,11,SENORITA JERICO,56,H. Jimenez,J. Hirmas R.
3,13:52,Heleine,1000,Arena,12,KEEP DREAMING,56,G. Givovich,R. Rojas S.
3,13:52,Heleine,1000,Arena,13,VINNALIA,56,M. Galaz,A. Jaque S.
3,13:52,Heleine,1000,Arena,14,LA OVALLE NEGRETE,56,A. Varas,J. Hirmas R.
3,13:52,Heleine,1000,Arena,15,POP VISION,56,B. Sancho,E. Lagunas R.
4,14:19,Hechizo,1000,Arena,1,MI SOLCITO,56,N. Rojas,J. Venegas P.
4,14:19,Hechizo,1000,Arena,2,TIPICA CHILENA,56,R. Fuenzalida,E. Switt V.
