Carrera,Hora,Premio,Distancia,Superficie,Numero,Caballo,Peso,Jinete,Preparador
4a,13:46,,1.200 Mts,Arena,15,DU PLESIS,56,J.Villablanca,C.BernalG
5a,14:11,Desilusionada,1.200 Mts,Arena,1,LADY BAY,56,M.Galaz,J.LastraB
5a,14:11,Desilusionada,1.200 Mts,Arena,2,ME LO LLEVO,56,N.Santibanez,J.CastilloD
5a,14:11,Desilusionada,1.200 Mts,Arena,3,KIRSCH ROYAL,56,R.Avila,M.CovarrubiasE
5a,14:11,Desilusionada,1.200 Mts,Arena,4,HACER POR HACER,56,G.Rodriguez,E.LabR
5a,14:11,Desilusionada,1.200 Mts,Arena,5,PALABRA CIERTA,56,D.Carvacho,R.QuirozS
5a,14:11,Desilusionada,1.200 Mts,Arena,6,CUANDO LLEGO GANO,56,P.Galaz,H.PachecoP
5a,14:11,Desilusionada,1.200 Mts,Arena,7,INDIA TERCA,57,I.Valdivia,E.SwittV
5a,14:11,Desilusionada,1.200 Mts,Arena,8,SEE YOU AGAIN,56,B.Sancho,F.GonzalezS
5a,14:11,Desilusionada,1.200 Mts,Arena,9,CABLE A TIERRA,60,J.Solano,R.ToledoM
5a,14:11,Desilusionada,1.200 Mts,Arena,10,LA TOSTADORA,56,C.Bustos,H.PachecoP
5a,14:11,Desilusionada,1.200 Mts,Arena,11,JOSIE GIRL,56,V.Miranda,A.PadovaniE
6a,14:36,Danzante,1.400 Mts,Arena,1,EL FLORITO,55,G.Aros,R.BernalG
6a,14:36,Danzante,1.400 Mts,Arena,2,MY RESILIENCE,55,A.Alvarez,A.CastagnetoU
6a,14:36,Danzante,1.400 Mts,Arena,3,EL PUNTUO,56,J.Toro,J.ArayaB
6a,14:36,Danzante,1.400 Mts,Arena,4,SCAR,57,J.Herrera,J.AlvarezD
6a,14:36,Danzante,1.400 Mts,Arena,5,GOOD CHIEF,52,R.Avila,I.MicheaF
6a,14:36,Danzante,1.400 Mts,Arena,6,MI RINCON,57,H.Ochoa,R.SanchezQ
6a,14:36,Danzante,1.400 Mts,Arena,7,BUEN NORTE,56,A.Vasquez,A.MartinezC
6a,14:36,Danzante,1.400 Mts,Arena,8,PELUKA,51,I.Valdivia,J.PicharaJ
6a,14:36,Danzante,1.400 Mts,Arena,9,BABY SHAK,57,N.Ramirez,J.PicharaJ
7a,15:02,Definitivo,1.200 Mts,Arena,1,SHETEPANO,55,M.Cordero,E.LabR
7a,15:02,Definitivo,1.200 Mts,Arena,2,INDIA MAULINA,54,R.Dores,J.HirmasR
7a,15:02,Definitivo,1.200 Mts,Arena,3,SALMA ALEGRE,55,L.Rivera,E.SwittV
7a,15:02,Definitivo,1.200 Mts,Arena,4,EL APARECIDO,55,D.Carvacho,R.QuirozS
7a,15:02,Definitivo,1.200 Mts,Arena,5,ISTRIONICO,54,P.Galaz,M.ApablazaG
7a,15:02,Definitivo,1.200 Mts,Arena,6,REY GABRIEL ANDRES,56,N.Santibanez,A.AvilesL
7a,15:02,Definitivo,1.200 Mts,Arena,7,MERKEL,55,I.Valdivia,R.QuirozS
7a,15:02,Definitivo,1.200 Mts,Arena,8,LA FLOWER,54,J.Toro,H.PachecoP
7a,15:02,Definitivo,1.200 Mts,Arena,9,HERMANO ERIC,56,V.Miranda,A.PadovaniE
7a,15:02,Definitivo,1.200 Mts,Arena,10,SAND THICK,55,D.Sanchez,O.DonateS
7a,15:02,Definitivo,1.200 Mts,Arena,11,PRIMER OTROSI,55,N.Venegas,H.PachecoP
7a,15:02,Definitivo,1.200 Mts,Arena,12,SONADO CAMPEON,55,P.Zuniga,J.CastilloD
7a,15:02,Definitivo,1.200 Mts,Arena,13,EL FORASTERO (ARG),55,A.Villagra,R.RojasS
7a,15:02,Definitivo,1.200 Mts,Arena,14,MAL MIRADA,56,R.Cisternas,J.EspineiraC
8a,15:27,Demostrado,1.000 Mts,Arena,1,OSBOURNE,57,N.Rojas,J.PicharaJ
8a,15:27,Demostrado,1.000 Mts,Arena,2,RENATITOCRACK,57,V.Miranda,J.PicharaJ
8a,15:27,Demostrado,1.000 Mts,Arena,3,MISTER HARI,57,I.Valdivia,C.QuirozE
8a,15:27,Demostrado,1.000 Mts,Arena,4,DON CRISTIAN,57,J.Toro,A.MartinezC
8a,15:27,Demostrado,1.000 Mts,Arena,5,TSUBASA,57,G.Aros,J.PicharaJ
8a,15:27,Demostrado,1.000 Mts,Arena,6,DESTELLANTE,57,R.Fournet,J.PicharaJ
8a,15:27,Demostrado,1.000 Mts,Arena,7,JOAQUIN,57,J.Herrera,R.QuirozS
8a,15:27,Demostrado,1.000 Mts,Arena,8,VALCABADO,57,M.Morales,R.BernalG
8a,15:27,Demostrado,1.000 Mts,Arena,9,AKU AKU,57,G.Ulloa,J.SilvaS
8a,15:27,Demostrado,1.000 Mts,Arena,10,MOSO DIA,57,G.Rodriguez,C.BernalG
8a,15:27,Demostrado,1.000 Mts,Arena,11,LES TOCA A ELLOS,57,R.Fuenzalida,J.PicharaJ
8a,15:27,Demostrado,1.000 Mts,Arena,12,QUE LOCURA,57,B.Troncoso,A.PadovaniE
8a,15:27,Demostrado,1.000 Mts,Arena,13,GOOD POINT,57,N.Molina,R.QuirozS
8a,15:27,Demostrado,1.000 Mts,Arena,14,BRUNO FERRARI,57,J.A.Gonzalez,I.MicheaF
8a,15:27,Demostrado,1.000 Mts,Arena,15,CHITORO,57,N.Ramirez,P.ValderramaC
9a,15:52,Filibustero,1.300 Mts,Arena,1,EL UNGIDO,51,J.Zuniga,J.ArayaB
9a,15:52,Filibustero,1.300 Mts,Arena,2,PELE O REY,51,R.Cisternas,J.OrellanaR
9a,15:52,Filibustero,1.300 Mts,Arena,3,TRIPLECORONADO,54,H.Ochoa,R.PulgarA
9a,15:52,Filibustero,1.300 Mts,Arena,4,JAMON SERRANO,54,B.Troncoso,A.PadovaniE
9a,15:52,Filibustero,1.300 Mts,Arena,5,REFERENDUM JOKE,50,I.Valdivia,J.P.BaezaJ
9a,15:52,Filibustero,1.300 Mts,Arena,6,PRACTICAL SISI,59,L.Torres,P.DiazS
10a,16:19,,1.200 Mts,Arena,1,COSITA DULCE,54,N.Rojas,R.PulgarA
10a,16:19,,1.200 Mts,Arena,2,GOLD ESCUDERO,55,And.Covarrubias,J.CastilloD
10a,16:19,,1.200 Mts,Arena,3,SOLO AMIGOS,56,G.Aros,A.PadovaniE
10a,16:19,,1.200 Mts,Arena,4,LADY MANU,56,A.Vasquez,A.MartinezC
10a,16:19,,1.200 Mts,Arena,5,NUEVO HORIZONTE,55,M.Gutierrez,R.QuirozS
10a,16:19,,1.200 Mts,Arena,6,GRAN VERA,56,B.Sancho,R.QuirozS
10a,16:19,,1.200 Mts,Arena,7,LYNGOTE,56,B.Ayala,L.MachulasG
10a,16:19,,1.200 Mts,Arena,8,PAQUETE PLATICO,55,R.Fuenzalida,E.SwittV
10a,16:19,,1.200 Mts,Arena,9,CITY BLUE,55,C.Bustos,J.VenegasP
10a,16:19,,1.200 Mts,Arena,10,YAMACH,56,F.Medina,J.UbillaP
10a,16:19,,1.200 Mts,Arena,11,RUCCO,56,T.Seith,P.DiazS
10a,16:19,,1.200 Mts,Arena,12,EL GRAN MENOTTI,55,D.Carvacho,R.QuirozS
10a,16:19,,1.200 Mts,Arena,13,LEYSKA,55,N.Ramirez,J.ArayaB
11a,16:45,Despegue,1.000 Mts,Arena,1,MACALLAN,57,B.Troncoso,A.PadovaniE
11a,16:45,Despegue,1.000 Mts,Arena,2,NIETO ESPANOL,57,R.Fuenzalida,E.LabR
11a,16:45,Despegue,1.000 Mts,Arena,3,KRAVEN,57,F.Medina,R.QuirozS
11a,16:45,Despegue,1.000 Mts,Arena,4,GRAN HORUS,57,V.Miranda,A.PadovaniE
11a,16:45,Despegue,1.000 Mts,Arena,5,PIBE CANTINA,57,B.Sancho,Js.IndaD
11a,16:45,Despegue,1.000 Mts,Arena,6,AMPUERO,57,G.Aros,R.QuirozS
11a,16:45,Despegue,1.000 Mts,Arena,7,GUACHACA,57,M.Galaz,D.ContrerasA
11a,16:45,Despegue,1.000 Mts,Arena,8,THE LAWYER,57,R.Fournet,C.UrbinaH
12a,17:11,Eugenia,1.000 Mts,Arena,1,RIDE LIKE A GIRL,55,J.Medina,J.P.BaezaJ
12a,17:11,Eugenia,1.000 Mts,Arena,2,SKY ARMY,56,O.Ulloa,J.P.BaezaJ
12a,17:11,Eugenia,1.000 Mts,Arena,3,LA REFALOSA,55,I.Valdivia,C.A.UrbinaR
12a,17:11,Eugenia,1.000 Mts,Arena,4,CHICA DE LA PALMA,55,B.Troncoso,J.CastilloD
12a,17:11,Eugenia,1.000 Mts,Arena,5,TAO AWAY,55,B.Leon,J.P.BaezaJ
12a,17:11,Eugenia,1.000 Mts,Arena,6,ALBA BRAVA,55,G.Aros,A.PadovaniE
12a,17:11,Eugenia,1.000 Mts,Arena,7,EYWA,55,H.Ochoa,R.SanchezQ
12a,17:11,Eugenia,1.000 Mts,Arena,8,VOLAR SIN ALAS,55,F.Henriquez,P.DiazS
12a,17:11,Eugenia,1.000 Mts,Arena,9,AHORA QUIZAS,55,J.Zuniga,P.MolinaI
12a,17:11,Eugenia,1.000 Mts,Arena,10,MISIA NONI,55,A.Alvarez,C.A.UrbinaR
13a,17:39,Duque De Alba,1.200 Mts,Arena,1,PAPITO ALFREDO,56,L.Valdivia,P.DiazS
13a,17:39,Duque De Alba,1.200 Mts,Arena,2,SIETE DEL NUEVE,55,C.Bustos,E.LabR
13a,17:39,Duque De Alba,1.200 Mts,Arena,3,LACHITO,57,R.Painen,A.PerezD
13a,17:39,Duque De Alba,1.200 Mts,Arena,4,PAYBACK,58,D.Sanchez,L.ParraG
13a,17:39,Duque De Alba,1.200 Mts,Arena,5,CHINO MATADOR,54,A.Vasquez,H.CastilloS
13a,17:39,Duque De Alba,1.200 Mts,Arena,6,EXIJO RESPETO,58,C.Ortega,J.AlvarezD
13a,17:39,Duque De Alba,1.200 Mts,Arena,7,THE WIND,58,B.Sancho,Js.IndaD
13a,17:39,Duque De Alba,1.200 Mts,Arena,8,ESTERIOS,54,W.Leon,A.PadovaniE
13a,17:39,Duque De Alba,1.200 Mts,Arena,9,ISIDORA MIA,59,A.Apablaza,A.PadovaniE
13a,17:39,Duque De Alba,1.200 Mts,Arena,10,PANCHO MALO,57,P.Zuniga,J.CastilloD
13a,17:39,Duque De Alba,1.200 Mts,Arena,11,ENSENAME,56,R.Araya,E.SwittV
13a,17:39,Duque De Alba,1.200 Mts,Arena,12,QUINTILA,56,M.Gutierrez,I.MicheaF
13a,17:39,Duque De Alba,1.200 Mts,Arena,13,DEEBA SPIRIT,58,R.Cisternas,M.PavezO
14a,18:05,Domado,1.000 Mts,Arena,11,HAZTE PAYASITO,57,,
14a,18:05,Domado,1.000 Mts,Arena,1,KING EOLO,57,P.Galaz,H.PachecoP
14a,18:05,Domado,1.000 Mts,Arena,2,PEDERNALES,57,M.Galaz,M.NorambuenaCh
14a,18:05,Domado,1.000 Mts,Arena,3,HEY DJ,57,B.Leon,C.A.UrbinaR
14a,18:05,Domado,1.000 Mts,Arena,4,EL GAGUI,57,F.Morales,P.ValderramaC
14a,18:05,Domado,1.000 Mts,Arena,5,RABIOSO PELAO,57,(NoCorre),J.PicharaJ
14a,18:05,Domado,1.000 Mts,Arena,6,DON TATO,57,J.Eyzaguirre,P.ValderramaC
14a,18:05,Domado,1.000 Mts,Arena,7,GIANBRUNO,57,D.Carvacho,R.LopezB
14a,18:05,Domado,1.000 Mts,Arena,8,REY OLIMPUS,57,M.Gutierrez,O.DonateS
14a,18:05,Domado,1.000 Mts,Arena,9,AMERICAN BUNNY,57,R.Fournet,C.GonzalezM
14a,18:05,Domado,1.000 Mts,Arena,10,INDIAN BLITZ,57,F.Medina,O.DonateS
14a,18:05,Domado,1.000 Mts,Arena,12,NIHUIL,57,J.Cueto,I.MicheaF
14a,18:05,Domado,1.000 Mts,Arena,13,FLORO CHICO,57,(NoCorre),J.PicharaJ
14a,18:05,Domado,1.000 Mts,Arena,14,ASTON,57,B.Gonzalez,E.SwittV
15a,18:31,,1.000 Mts,Arena,1,TWISTED GEM,52,A.Vasquez,O.DonateS
15a,18:31,,1.000 Mts,Arena,2,CHICHILO,51,J.Toro,A.AvilesL
15a,18:31,,1.000 Mts,Arena,3,KE PACQUIAO,53,N.Rojas,R.PulgarA
15a,18:31,,1.000 Mts,Arena,4,LERICI,58,A.Alvarez,O.DonateS
15a,18:31,,1.000 Mts,Arena,5,EL PIRI,51,L.C.Gonzalez,G.CovarrubiasE
15a,18:31,,1.000 Mts,Arena,6,MUZAN,59,J.Rodriguez,O.DonateS
15a,18:31,,1.000 Mts,Arena,7,PRESENTE CHA,58,W.Leon,G.CovarrubiasE
15a,18:31,,1.000 Mts,Arena,8,SEA OF GOLD,51,P.Zuniga,R.LopezB
15a,18:31,,1.000 Mts,Arena,9,KINO,59,G.Aros,R.RojasS
15a,18:31,,1.000 Mts,Arena,10,STRONG DAIKIRI,53,N.Molina,J.ArayaB
15a,18:31,,1.000 Mts,Arena,11,BADERO,53,B.Troncoso,A.PadovaniE
16a,19:01,Denunciado,1.200 Mts,Arena,1,ESTRATEGO,54,A.Villagra,R.RojasS
16a,19:01,Denunciado,1.200 Mts,Arena,2,MECEDOR,54,R.Fuenzalida,A.JaqueS
16a,19:01,Denunciado,1.200 Mts,Arena,3,DRINK'S VALLEY,54,L.Valdivia,R.QuirozS
16a,19:01,Denunciado,1.200 Mts,Arena,4,CACHORRITA MIA,55,W.Leon,P.ValderramaC
16a,19:01,Denunciado,1.200 Mts,Arena,5,VICARIA AMELIA,53,J.Mino,M.ApablazaG
16a,19:01,Denunciado,1.200 Mts,Arena,6,UNDECIDED,56,M.Galaz,D.ContrerasA
16a,19:01,Denunciado,1.200 Mts,Arena,7,YA LO CREO,55,P.Zuniga,J.CastilloD
16a,19:01,Denunciado,1.200 Mts,Arena,8,VINE VIDE VINCI,54,D.Carvacho,R.QuirozS
16a,19:01,Denunciado,1.200 Mts,Arena,9,NEL BLU,56,B.Sancho,C.BernalG
16a,19:01,Denunciado,1.200 Mts,Arena,10,ELISITA MIA,54,F.Medina,J.UbillaP
16a,19:01,Denunciado,1.200 Mts,Arena,11,ARRANCATE PAIRINO,54,N.Santibanez,M.ApablazaG
16a,19:01,Denunciado,1.200 Mts,Arena,12,LUMBER BOY,54,J.Eyzaguirre,L.PerezA
16a,19:01,Denunciado,1.200 Mts,Arena,13,HAGALE HAGALE,55,P.Galaz,M.ApablazaG
16a,19:01,Denunciado,1.200 Mts,Arena,14,POMBITO,56,N.Ramirez,J.PicharaJ
16a,19:01,Denunciado,1.200 Mts,Arena,15,SILVERCHAIR,56,A.Vasquez,O.DonateS
17a,19:30,Denario,1.200 Mts,Arena,1,SHOW PAINT,54,N.Venegas,E.SwittV
17a,19:30,Denario,1.200 Mts,Arena,2,EL GRAN MAESTRO,54,B.Troncoso,A.PadovaniE
17a,19:30,Denario,1.200 Mts,Arena,3,NANITO VELOZ,55,F.Medina,O.DonateS
17a,19:30,Denario,1.200 Mts,Arena,4,PETIMETRE,56,H.Ochoa,R.PulgarA
17a,19:30,Denario,1.200 Mts,Arena,5,NATIVE SPIRIT,54,R.Cisternas,M.PavezO
17a,19:30,Denario,1.200 Mts,Arena,6,NAGAO,56,G.Aros,R.LopezB
17a,19:30,Denario,1.200 Mts,Arena,7,TIRREL,56,T.Seith,P.DiazS
17a,19:30,Denario,1.200 Mts,Arena,8,PREZIOSI,54,B.Leon,C.A.UrbinaR
17a,19:30,Denario,1.200 Mts,Arena,9,CUATRO DE COPAS,56,J.Herrera,J.BravoM
17a,19:30,Denario,1.200 Mts,Arena,10,PUNTO QUIEBRE,55,J.Eyzaguirre,L.ParraG
17a,19:30,Denario,1.200 Mts,Arena,11,INDIAN TIGER,55,M.Gutierrez,J.CastilloD
17a,19:30,Denario,1.200 Mts,Arena,12,BOB PARR (ARG),54,N.Rojas,L.ToledoC
17a,19:30,Denario,1.200 Mts,Arena,13,REY SIDONIO,56,R.Fuenzalida,E.LabR
17a,19:30,Denario,1.200 Mts,Arena,14,EXCITED,56,W.Leon,J.EspineiraC
18a,19:59,Dulcero,1.400 Mts,Arena,1,SOUK,54,D.Sanchez,T.CachelyC
18a,19:59,Dulcero,1.400 Mts,Arena,2,RUNNING IN NEVADA,53,N.Ramirez,C.A.UrbinaR
18a,19:59,Dulcero,1.400 Mts,Arena,3,CORDON DEL CAULLE,54,B.Sancho,J.CastilloD
18a,19:59,Dulcero,1.400 Mts,Arena,4,EL CANCHERO,58,B.Troncoso,P.MolinaI
18a,19:59,Dulcero,1.400 Mts,Arena,5,CHIQUITO CAMPEADOR,51,N.Rojas,R.BernalG
18a,19:59,Dulcero,1.400 Mts,Arena,6,ALAZAN LUCERO,58,V.Miranda,A.PadovaniE
18a,19:59,Dulcero,1.400 Mts,Arena,7,BESA KISS,56,T.Seith,H.AdonisB
18a,19:59,Dulcero,1.400 Mts,Arena,8,MATSUYAMA,51,I.Valdivia,M.RabajilleD
18a,19:59,Dulcero,1.400 Mts,Arena,9,CIAO XENA,59,A.Alvarez,C.UrbinaH
18a,19:59,Dulcero,1.400 Mts,Arena,10,RUN FAST,54,B.Leon,C.A.UrbinaR
18a,19:59,Dulcero,1.400 Mts,Arena,11,AQUI TODOS RIEN,54,N.Molina,R.QuirozS
18a,19:59,Dulcero,1.400 Mts,Arena,12,BELLAFONTE,53,J.Herrera,L.UrbinaH
18a,19:59,Dulcero,1.400 Mts,Arena,13,GRANDE PANCHITO,58,R.Araya,L.Torres
18a,19:59,Dulcero,1.400 Mts,Arena,14,GOOD PARTNER,58,G.Aros,E.SwittV
18a,19:59,Dulcero,1.400 Mts,Arena,15,ANGEOLINA,58,G.Rodriguez,C.BernalG
18a,19:59,Dulcero,1.400 Mts,Arena,16,VAN RISE,54,L.Torres,A.PadovaniE
19a,20:30,Dormilon,1.200 Mts,Arena,1,YO LO ENTIENDO,55,C.Ortega,E.LabR
19a,20:30,Dormilon,1.200 Mts,Arena,2,LA NONITA,54,R.Fuenzalida,H.PachecoP
19a,20:30,Dormilon,1.200 Mts,Arena,3,PROFESSIONALS,54,N.Rojas,P.ValderramaC
19a,20:30,Dormilon,1.200 Mts,Arena,4,YERI STAR,56,V.Miranda,A.PadovaniE
19a,20:30,Dormilon,1.200 Mts,Arena,5,LA VEGANA,54,B.Leon,J.P.BaezaJ
19a,20:30,Dormilon,1.200 Mts,Arena,6,VIEJA CHELA,56,M.Cordero,J.CastilloD
19a,20:30,Dormilon,1.200 Mts,Arena,7,MINDEN,55,N.Molina,A.CastagnetoU
19a,20:30,Dormilon,1.200 Mts,Arena,8,BLADY ASTOR (USA),54,And.Covarrubias,J.CastilloD
19a,20:30,Dormilon,1.200 Mts,Arena,9,EL REY JULIAN,56,F.Medina,R.QuirozS
19a,20:30,Dormilon,1.200 Mts,Arena,10,RUBIA MORENA,55,J.Villablanca,C.QuirozE
19a,20:30,Dormilon,1.200 Mts,Arena,11,PERSEVERA SIEMPRE,55,L.Rivera,E.SwittV
19a,20:30,Dormilon,1.200 Mts,Arena,12,BUNGABUNGA,54,N.Santibanez,J.BravoM
19a,20:30,Dormilon,1.200 Mts,Arena,13,BELLO ENCANTO,55,R.Avila,J.BravoM
19a,20:30,Dormilon,1.200 Mts,Arena,14,RAPIDO Y VELOZ,56,G.Rodriguez,C.BernalG
19a,20:30,Dormilon,1.200 Mts,Arena,15,RISBY,56,L.Gonzalez,R.SanchezQ
20a,21:00,Dijon,1.200 Mts,Arena,1,VERSERO,55,W.Leon,P.ValderramaC
20a,21:00,Dijon,1.200 Mts,Arena,2,LUCERO ROJO,54,A.Vasquez,C.FloresC
20a,21:00,Dijon,1.200 Mts,Arena,3,SINNERMAN,55,V.Miranda,A.PadovaniE
20a,21:00,Dijon,1.200 Mts,Arena,4,SIGUE IGUAL,56,N.Molina,J.CastilloD
20a,21:00,Dijon,1.200 Mts,Arena,5,MIL COPAS,54,J.M.Soto,H.AdonisB
20a,21:00,Dijon,1.200 Mts,Arena,6,OFESTIVO,56,R.Cisternas,J.EspineiraC
20a,21:00,Dijon,1.200 Mts,Arena,7,LA CHUCKY TRINI,54,L.C.Gonzalez,G.CovarrubiasE
20a,21:00,Dijon,1.200 Mts,Arena,8,SEEKING THE SOUL,54,N.Rojas,A.PadovaniE
20a,21:00,Dijon,1.200 Mts,Arena,9,EL COBALTO,56,J.Toro,J.CastilloD
20a,21:00,Dijon,1.200 Mts,Arena,10,TOP MODEL,55,C.Bustos,J.VenegasP
20a,21:00,Dijon,1.200 Mts,Arena,11,RIO DE LOS CIERVOS,55,G.Rodriguez,C.BernalG
20a,21:00,Dijon,1.200 Mts,Arena,12,ELEGIDO CON PINZAS,54,A.Apablaza,A.PadovaniE
20a,21:00,Dijon,1.200 Mts,Arena,13,FACIL LA PEGA,55,D.Sanchez,A.AvilesL
20a,21:00,Dijon,1.200 Mts,Arena,14,LIKE A PRAYER,56,J.Cueto,J.UbillaP
20a,21:00,Dijon,1.200 Mts,Arena,15,LINZ,56,R.Varas,J.BravoM
21a,21:30,Durmiente,1.200 Mts,Arena,1,CON ZEUS,54,H.Ochoa,R.SanchezQ
21a,21:30,Durmiente,1.200 Mts,Arena,2,ESTARQUI,54,J.Cueto,R.MunozM
21a,21:30,Durmiente,1.200 Mts,Arena,3,DISMAI,55,D.Sanchez,T.CachelyC
21a,21:30,Durmiente,1.200 Mts,Arena,4,BESO AL CIELO,57,R.Painen,J.ArayaB
21a,21:30,Durmiente,1.200 Mts,Arena,5,LOCO GANDHI,54,A.Vasquez,R.LopezB
21a,21:30,Durmiente,1.200 Mts,Arena,6,BENIBLU,57,A.Apablaza,A.PadovaniE
21a,21:30,Durmiente,1.200 Mts,Arena,7,MOUNTAIN MONARCH,57,G.Aros,R.QuirozS
21a,21:30,Durmiente,1.200 Mts,Arena,8,STEVENS FOR RECORD,54,P.Galaz,M.ApablazaG
21a,21:30,Durmiente,1.200 Mts,Arena,9,BENTINCK,58,O.Ulloa,J.P.BaezaJ
