fecha,hipodromo,nro_carrera,hora,distancia,superficie,numero,caballo,jinete,preparador,posicion,tiempo,dividendo,peso
13-02-2026,Club Hípico de Santiago,1,12:50,,,3,PRAIA DO FORTE,BENJAMIN TRONCOSO,CARLOS GARCIA,1,,7.5,461
13-02-2026,Club Hípico de Santiago,1,12:50,,,10,MUY TEMPERADA,LESLY C. GONZALEZ,FELIPE GONZALEZ S.,2,,4.9,428
13-02-2026,Club Hípico de Santiago,1,12:50,,,12,NUTCRACKER,JESUS PIMENTEL,GABRIEL MELEJ,3,,7.8,442
13-02-2026,Club Hípico de Santiago,1,12:50,,,11,DOMINGO ISLEÑO,DIEGO CARRASCO,GABRIEL MELEJ,4,,21.1,478
13-02-2026,Club Hípico de Santiago,1,12:50,,,7,LATEN GOOD,NICOLAS SANTIBAÑEZ,GUILLERMO PERALTA,5,,6.6,458
13-02-2026,Club Hípico de Santiago,1,12:50,,,1,RODELINDO CRACK,SEBASTIAN GONZALEZ,ENRIQUE CARREÑO,6,,2.8,470
13-02-2026,Club Hípico de Santiago,1,12:50,,,9,TORNADO DE BULI,ALVARO APABLAZA,FELIPE GONZALEZ S.,7,,45.8,382
13-02-2026,Club Hípico de Santiago,1,12:50,,,5,BETONE,RODRIGO COVARRUBIAS,PATRICIO VALDERRAMA C.,8,,9.3,430
13-02-2026,Club Hípico de Santiago,1,12:50,,,6,MUCHO VERSO,LENNART P. SILVA,CLAUDIO BERNAL,9,,5.0,415
13-02-2026,Club Hípico de Santiago,1,12:50,,,2,DANITA FIRST,WLADIMIR QUINTEROS,CARLOS GARCIA,10,,14.0,415
13-02-2026,Club Hípico de Santiago,1,12:50,,,8,NEGRO APAPUCHI,JOHAN GONZALEZ,GUILLERMO PERALTA,11,,54.2,438
13-02-2026,Club Hípico de Santiago,1,12:50,,,4,WALKA,N.N.,CARLOS MELERO,RT,,,
13-02-2026,Club Hípico de Santiago,2,13:19,,,8,RIO AZOPARDO,DANIEL ALVARADO,CLAUDIO BERNAL,1,,14.9,510
13-02-2026,Club Hípico de Santiago,2,13:19,,,3,MR YO,BENJAMIN TRONCOSO,CRISTOBAL GONZALEZ M.,2,,5.9,462
13-02-2026,Club Hípico de Santiago,2,13:19,,,9,PELAMBRE,NELSON ROJAS,RODRIGO SANCHEZ,3,,13.5,528
13-02-2026,Club Hípico de Santiago,2,13:19,,,6,PERTINAX,ALEJANDRO I. MAUREIRA,CRISTOBAL GONZALEZ M.,4,,2.2,465
13-02-2026,Club Hípico de Santiago,2,13:19,,,2,STATE OF GRACE,KEVIN ESPINA,CRISTOBAL GONZALEZ M.,5,,5.6,528
13-02-2026,Club Hípico de Santiago,2,13:19,,,4,QUEEN TIGER,RAFAEL CISTERNAS,JUAN CAVIERES,6,,4.6,466
13-02-2026,Club Hípico de Santiago,2,13:19,,,7,PUISSANT ROI,GERARD RODRIGUEZ,FELIPE GONZALEZ S.,7,,8.3,448
13-02-2026,Club Hípico de Santiago,2,13:19,,,5,PALTOCITO,RODOLFO FUENZALIDA,CRISTOBAL GONZALEZ M.,8,,12.2,502
13-02-2026,Club Hípico de Santiago,2,13:19,,,1,FORBES,JOHAN GONZALEZ,CLAUDIO BERNAL,9,,12.6,534
13-02-2026,Club Hípico de Santiago,3,13:48,,,1,COMO UN CORAZON,RAFAEL CISTERNAS,CARLOS RABY,1,,3.2,429
13-02-2026,Club Hípico de Santiago,3,13:48,,,6,ZARKAHN,KEVIN ESPINA,PATRICIO BAEZA A.,2,,1.3,515
13-02-2026,Club Hípico de Santiago,3,13:48,,,2,VIVO POR ELLA,JAIME MEDINA,PATRICIO BAEZA A.,3,,7.5,504
13-02-2026,Club Hípico de Santiago,3,13:48,,,3,BRONT LUCKY,RODOLFO FUENZALIDA,SERGIO MORALES,4,,19.1,481
13-02-2026,Club Hípico de Santiago,3,13:48,,,4,PRINCESS THAI,JOSE VILLABLANCA,MANUEL VELARDE,5,,26.6,404
13-02-2026,Club Hípico de Santiago,3,13:48,,,5,NIETO DEL SHEIK,NELSON ROJAS,MANUEL VELARDE,6,,24.8,404
13-02-2026,Club Hípico de Santiago,3,13:48,,,7,SALTARIN,NICOLAS RAMIREZ,MANUEL VELARDE,7,,8.3,497
13-02-2026,Club Hípico de Santiago,4,14:08,,,1,TOQUE Y DESPEGUE,RAFAEL CISTERNAS,JULIO ORELLANA,1,,2.5,451
13-02-2026,Club Hípico de Santiago,4,14:08,,,3,LONWHITE,KEVIN ESPINA,CRISTOBAL GONZALEZ M.,2,,4.6,486
13-02-2026,Club Hípico de Santiago,4,14:08,,,2,KANE,JAIME MEDINA,PATRICIO BAEZA A.,3,,1.3,527
13-02-2026,Club Hípico de Santiago,4,14:08,,,4,PRESENTE CHA,JOHAN GONZALEZ,GENARO COVARRUBIAS,4,,14.4,466
13-02-2026,Club Hípico de Santiago,5,14:39,,,9,POWER GIRL,ROBERTO AVILA,MARIO COVARRUBIAS,1,,4.8,432
13-02-2026,Club Hípico de Santiago,5,14:39,,,7,CHE AWAY,HUGO OCHOA,MANUEL VELARDE,2,,5.7,440
13-02-2026,Club Hípico de Santiago,5,14:39,,,8,ME DAS OTRO BESO,NELSON ROJAS,PEDRO MOLINA,3,,1.6,415
13-02-2026,Club Hípico de Santiago,5,14:39,,,5,ANGELA BRAVA,BASTIAN SOTO,JOSE ARAYA B.,4,,4.7,465
13-02-2026,Club Hípico de Santiago,5,14:39,,,6,DULCITA,WLADIMIR QUINTEROS,ALEXIS PEREZ,5,,21.1,439
13-02-2026,Club Hípico de Santiago,5,14:39,,,3,MI PORTEÑA,RAFAEL CISTERNAS,ALEXIS PEREZ,6,,13.6,422
13-02-2026,Club Hípico de Santiago,5,14:39,,,2,DAMA DE LA LUZ,MARCO MORALES,ANGEL JAQUE S.,7,,54.9,450
13-02-2026,Club Hípico de Santiago,5,14:39,,,4,TIGUARDA,JOSE E. VERA B.,JUAN GONZALEZ,8,,77.0,418
13-02-2026,Club Hípico de Santiago,5,14:39,,,10,FEMME DE FER,DARIEN CHEUQUE,THEODORE CACHELY,9,,18.8,431
13-02-2026,Club Hípico de Santiago,5,14:39,,,1,NUEVA ACTRICE,JOHAN GONZALEZ,HECTOR MANRIQUEZ,10,,38.8,419
13-02-2026,Club Hípico de Santiago,6,15:09,,,2,BOTTURA,NICOLAS RAMIREZ,MARIO RABAJILLE D.,1,,3.2,483
13-02-2026,Club Hípico de Santiago,6,15:09,,,1,MORRISON,HUGO OCHOA,RODRIGO SANCHEZ,2,,1.6,473
13-02-2026,Club Hípico de Santiago,6,15:09,,,6,FERBLACK,GUSTAVO AROS,OLIVERIO MARTINEZ,3,,17.3,435
13-02-2026,Club Hípico de Santiago,6,15:09,,,4,SEÑOR PEPE,JESUS TORO,ALDO PARRA D.,4,,15.8,440
13-02-2026,Club Hípico de Santiago,6,15:09,,,7,BEIRUT,JAIME MEDINA,PATRICIO BAEZA A.,5,,4.4,503
13-02-2026,Club Hípico de Santiago,6,15:09,,,5,ALL IN,KEVIN ESPINA,PATRICIO BAEZA A.,6,,6.1,499
13-02-2026,Club Hípico de Santiago,6,15:09,,,3,FRACTALLINO,FABIAN MEDINA,JULIO ORELLANA,7,,45.1,449
13-02-2026,Club Hípico de Santiago,7,15:29,,,1,SEVEN WONDERS,RAFAEL CISTERNAS,JULIO ORELLANA,1,,2.0,494
13-02-2026,Club Hípico de Santiago,7,15:29,,,3,MIA SELENTANA,JAIME MEDINA,PATRICIO BAEZA A.,2,,2.2,495
13-02-2026,Club Hípico de Santiago,7,15:29,,,4,VELATRI,SEBASTIAN GONZALEZ,OSCAR SILVA S.,3,,3.1,418
13-02-2026,Club Hípico de Santiago,7,15:29,,,2,ADICTIVA,RODOLFO S. DORES,GUILLERMO AGUIRRE,4,,5.9,465
13-02-2026,Club Hípico de Santiago,8,16:00,,,11,LITTLE GASPI,FRANCISCO MORALES,RAUL MONTESINO,1,,3.2,505
13-02-2026,Club Hípico de Santiago,8,16:00,,,1,TANGO Y COMPAS,VICTOR BRACETTI,HECTOR MANRIQUEZ,2,,6.6,472
13-02-2026,Club Hípico de Santiago,8,16:00,,,5,KIASTRELO,LESLY C. GONZALEZ,MARIO COVARRUBIAS,3,,2.9,456
13-02-2026,Club Hípico de Santiago,8,16:00,,,7,PITTIRANGA,RAFAEL CISTERNAS,GABRIEL MELEJ,4,,3.4,477
13-02-2026,Club Hípico de Santiago,8,16:00,,,10,LUCE PERICOLOSO,BASTIAN SOTO,JOSE ARAYA B.,5,,7.1,448
13-02-2026,Club Hípico de Santiago,8,16:00,,,6,INTERCEPTION,JOSE VILLABLANCA,LAURO PEREZ A.,6,,27.0,457
