Carrera,Hora,Premio,Distancia,Superficie,Numero,Caballo,Peso,Jinete,Preparador
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,1,UNO CERO,56,A. Apablaza,H. Manriquez F.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,2,RAIRET,58,M. Gutierrez,C. Gonzalez M.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,3,EL NENE,56,Jr. A. Mora,R. Montesino S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,4,LA SIGUIENTE,56,B. Troncoso,T. Cachely (Ap)
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,5,GOLFISTA,55,R. Solorza,R. Mantesina S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,6,KOLETTE,56,Fco. Morales,R. Montesine S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,7,IVY QUEEN,58,K. Espina,C. Gonzalez M.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,8,NEOLIBERAL,59,R. Fuenzalida,F. Solar S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,9,PETIROSSA,59,B. Sancho,F. Gonzalez S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,10,CAMELOT,58,R. Painen,C. Gonzalez M.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,11,BENVENUTO CELLINI,55,N. Rojas,R. Montesino S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,12,MI JOYA,56,C. Ortega,R. Montesino S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,13,FLEDGE,58,M. Morales,F. Gonzalez S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,14,UNDER THE LIGHT,58,G. Rodriguez,R. Montesino S.
1,12:40 APROX.,ROMINO (410),1000 MTS.,ARENA,15,ACHAPLINA,58,D. Carrasco,W. Peña P.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,1,TEMPLE DEL TOQUE,57,S. Muñoz,L. Machulas G.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,2,MUY ADMIRADO,57,R. Fournet-4,J. Castillo L.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,3,KILAN,57,M. A. Donoso,Fco. Pinochet P.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,4,FURTIVA LAGRIMA,55,R. Fuenzalida,F. Solar S.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,5,PISANELLO,57,J. Medina,R. Montesino S.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,6,YADA,55,N. Rojas-4,A. Perez D.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,7,BEN MAMUT,57,F. Medina-4,F. Solar S.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,8,PELAO PELAD,57,Jr. Zuñiga,P. Molina 1.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,9,GARFUNKEL,57,K. Espina,P. Baeza A.
2,13:09 APROX.,RIVER MINE (411),1000 MTS.,PASTO,10,DULCITA,55,B. Rubilar-2,A. Perez D.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,1,AMOR PERFECTO,55,H. Ochoa,R. Sanchez 0.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,2,MINONI,57,Js. Araya B. (Ap),R. Montesino S.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,3,LUCE PERICOLOSO,55,B. Soto,R. Avila
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,4,PASAPALABRA,55,V. Miranda,F. Gonzalez S.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,5,TANGO Y COMPAS,57,V. Bracetti,H. Manriquez F.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,6,RECHIFLAD,55,B. Sancho,A. Bernal G.
3,13:37 APROX.,REY COLUMBUS (412),1100 MTS.,PASTO,7,MANKIND,58,R. Painen,H. Manriquez F.
