fecha,hipodromo,nro_carrera,hora,distancia,superficie,numero,caballo,jinete,preparador,posicion,tiempo,dividendo,peso
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,5,Creed,Joaquin Herrera,Osvaldo Urbina,1,0:58.68,1.92,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,8,Exeter (arg),Nelson Rojas,Ramon Olivares,2,0:58.68,46.1,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,13,Mujer De Pasarela,Tomas Seith,Maximo Silva,3,0:58.68,7.0,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,12,Alqaswa,Alejandro I. Maureira,Maximo Silva,4,0:58.68,3.85,57.5k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,10,Gran Romano,Guillermo A. Perez,Wilfredo Mancilla,5,0:58.68,13.46,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,3,Princesa Ludy,Felipe Tapia,Victor Moris,6,0:58.68,25.97,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,2,Topacio Azul,Wladimir Quinteros,Marcos Contreras,7,0:58.68,28.48,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,11,Alas De Plata,Rodolfo Fuenzalida,Victor Moris,8,0:58.68,12.29,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,6,Capo Di Famiglia,Luis D. Menghini,Ramon Olivares,9,0:58.68,42.5,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,4,Prima Notte,Johan Gonzalez,Maximo Silva,10,0:58.68,16.91,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,7,El Veneco,Nicolas Ramirez,Maximo Silva,11,0:58.68,10.3,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,1,No Hay Adios,Jose D. Villagran,Marcos Contreras,12,0:58.68,32.6,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,14,Candela Special,Felipe Moreno,Eduardo Donoso,13,0:58.68,113.3,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,9,La Libertina,Sebastian Marin,Jorge Araneda,14,0:58.68,21.4,57k
16-02-2026,Hipódromo Chile,1,15:15,1000,Pasto,15,Niña Pochocha,Maximiliano Salinas,Braulio Gomez,15,0:58.68,174.9,57k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,6,Con Olor A Pobre,Jose D. Villagran,Gabriel Reyes I.,1,0:58.55,16.72,53.5k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,13,Mi Gigante,Pedro Robles,Victor Moris,2,0:58.55,2.53,57k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,12,Clint El Bueno,Ignacio Valdivia,Maximo Silva,3,0:58.55,7.74,57k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,1,Piratomy,Alejandro I. Maureira,Maximo Silva,4,0:58.55,2.65,57.5k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,2,Primo Julero,Nelson Rojas,Juan Belzu,5,0:58.55,9.06,53k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,5,El Impecable (arg),Benjamin Sancho,Ximeno Urenda,6,0:58.55,3.67,57k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,9,Mati Rockero,Israel Villagran,Osvaldo Urbina,7,0:58.55,35.2,57k
16-02-2026,Hipódromo Chile,2,15:45,1000,Pasto,8,Krasnyy And Red,Claudio Poblete,Enrique Lagunas,8,0:58.55,79.5,57k
